ftext_key,source_ja,approved_arabic,category,batch,status,reviewed_by,date,notes
NPC2310_00,真面目な研究員,باحث جاد,ui,1,approved,Antigravity,2026-06-18,
NPC2311_00,意欲的な研究員,باحث طموح,ui,1,approved,Antigravity,2026-06-18,
NPC2312_00,孤高の研究者,باحث منعزل,ui,1,approved,Antigravity,2026-06-18,
NPC2320_00,聡明な研究員,باحث ذكي,ui,1,approved,Antigravity,2026-06-18,
NPC2320_01,無情な研究員,باحث قاسي القلوب,ui,1,approved,Antigravity,2026-06-18,
NPC2320_02,野心のある研究員,باحث ذو طموح,ui,1,approved,Antigravity,2026-06-18,
NPC2320_03,道徳的な研究員,باحث أخلاقي,ui,1,approved,Antigravity,2026-06-18,
NPC2321_00,冷酷な研究員,باحث بلا رحمة,ui,1,approved,Antigravity,2026-06-18,
NPC2321_01,慎重な研究員,باحث حذر,ui,1,approved,Antigravity,2026-06-18,
NPC2321_02,気のいい研究員,باحث طيب,ui,1,approved,Antigravity,2026-06-18,
NPC2321_03,高慢な研究員,باحث متكبر,ui,1,approved,Antigravity,2026-06-18,
NPC2322_00,無慈悲な研究員,باحث عديم الرحمة,ui,1,approved,Antigravity,2026-06-18,
NPC2322_01,冷徹な研究員,باحث بارد المشاعر,ui,1,approved,Antigravity,2026-06-18,
NPC2322_02,うかつな研究員,باحث غافل,ui,1,approved,Antigravity,2026-06-18,
NPC2331_00,厳格な研究員,باحث صارم,ui,1,approved,Antigravity,2026-06-18,
NPC2332_00,プライドの高い研究員,باحث ذو كبرياء,ui,1,approved,Antigravity,2026-06-18,
NPC2333_00,成果を重んじる研究員,باحث يقدر النتائج,ui,1,approved,Antigravity,2026-06-18,
NPC2334_00,饒舌な研究員,باحث ثرثار,ui,1,approved,Antigravity,2026-06-18,
NPC2335_00,秘密主義な研究員,باحث كتوم,ui,1,approved,Antigravity,2026-06-18,
NPC2336_00,理性的な研究員,باحث عقلاني,ui,1,approved,Antigravity,2026-06-18,
NPC2337_00,不機嫌そうな研究員,باحث يبدو مستاءً,ui,1,approved,Antigravity,2026-06-18,
NPC2338_00,神経質な研究員,باحث قلق,ui,1,approved,Antigravity,2026-06-18,
NPC2339_00,ぶっきらぼうな研究員,باحث فظ,ui,1,approved,Antigravity,2026-06-18,
NPC2340_00,陶酔している研究員,باحث مفتون,ui,1,approved,Antigravity,2026-06-18,
NPC2341_00,冷静な研究員,باحث هادئ,ui,1,approved,Antigravity,2026-06-18,
NPC2342_00,無愛想な研究員,باحث جاف التعامل,ui,1,approved,Antigravity,2026-06-18,
NPC2343_00,疑り深い研究員,باحث شكاك,ui,1,approved,Antigravity,2026-06-18,
NPC2344_00,焦りを見せる研究員,باحث يبدو متوتراً,ui,1,approved,Antigravity,2026-06-18,
NPC2345_00,がく然とする研究員,باحث مصدوم,ui,1,approved,Antigravity,2026-06-18,
NPC2346_00,くやしがる研究員,باحث محبط,ui,1,approved,Antigravity,2026-06-18,
NPC2347_00,必死な研究員,باحث مستميت,ui,1,approved,Antigravity,2026-06-18,
NPC2348_00,行動的な研究員,باحث نشط,ui,1,approved,Antigravity,2026-06-18,
NPC2349_00,悲観する研究員,باحث متشائم,ui,1,approved,Antigravity,2026-06-18,
NPC2350_00,寡黙な研究員,باحث صامت,ui,1,approved,Antigravity,2026-06-18,
NPC2351_00,あわてる研究員,باحث مذعور,ui,1,approved,Antigravity,2026-06-18,
NPC2352_00,心配性な研究員,باحث قلق,ui,1,approved,Antigravity,2026-06-18,
NPC2353_00,緊迫した研究員,باحث متوتر,ui,1,approved,Antigravity,2026-06-18,
NPC2354_00,いらだつ研究員,باحث مستاء,ui,1,approved,Antigravity,2026-06-18,
NPC2355_00,疲れきった研究員,باحث مرهق,ui,1,approved,Antigravity,2026-06-18,
NPC2356_00,見張りの研究員,باحث حراسة,ui,1,approved,Antigravity,2026-06-18,
NPC2357_00,落ち込む研究員,باحث محبط,ui,1,approved,Antigravity,2026-06-18,
NPC3000_00,強気な若者,شاب واثق,ui,1,approved,Antigravity,2026-06-18,
NPC3000_01,心配性な老婆の孫,حفيد العجوز القلقة,ui,1,approved,Antigravity,2026-06-18,
NPC3000_Dead,死体,جثة,ui,1,approved,Antigravity,2026-06-18,
NPC3001_00,皮肉屋の青年,شاب ساخر,ui,1,approved,Antigravity,2026-06-18,
NPC3002_00,思慮深い冒険家,مغامر حكيم,ui,1,approved,Antigravity,2026-06-18,
NPC3003_00,酒場のマダムの孫,حفيد صاحبة الحانة,ui,1,approved,Antigravity,2026-06-18,
NPC3004_00,悪態をつく青年,شاب بذيء,ui,1,approved,Antigravity,2026-06-18,
NPC3005_00,逃げてきた青年,شاب هارب,ui,1,approved,Antigravity,2026-06-18,
NPC3009,草原の守り人,حارس السهول,ui,1,approved,Antigravity,2026-06-18,
NPC3010_00,気弱な女性,امرأة مترددة,ui,1,approved,Antigravity,2026-06-18,
NPC3011_00,疑り深い女性,امرأة شكاكة,ui,1,approved,Antigravity,2026-06-18,
NPC3013_00,ちゃっかりした冒険家,مغامر فطن,ui,1,approved,Antigravity,2026-06-18,
NPC3020_00,悲観的な老人,عجوز متشائم,ui,1,approved,Antigravity,2026-06-18,
NPC3021_00,村を整備している男性,رجل يقوم بصيانة القرية,ui,1,approved,Antigravity,2026-06-18,
NPC3022_00,元冒険家の老人,عجوز كان مغامراً,ui,1,approved,Antigravity,2026-06-18,
NPC3030_00,心配性な老婆,عجوز قلقة,ui,1,approved,Antigravity,2026-06-18,
NPC3031_00,世話焼きな女性,امرأة ودودة,ui,1,approved,Antigravity,2026-06-18,
NPC3032_00,ガラクタを売る女性,بائعة الخردوات,ui,1,approved,Antigravity,2026-06-18,
NPC3040_00,冒険に憧れる少年,فتى يطمح للمغامرة,ui,1,approved,Antigravity,2026-06-18,
NPC3041_00,虫好きの少女,فتاة تحب الحشرات,ui,1,approved,Antigravity,2026-06-18,
NPC3042_00,機械好きの少年,فتى يحب الآلات,ui,1,approved,Antigravity,2026-06-18,
NPC3050_00,虫好きの女の子,طفلة تحب الحشرات,ui,1,approved,Antigravity,2026-06-18,
NPC3051,陽気にふるまう少女,فتاة مبتهجة,ui,1,approved,Antigravity,2026-06-18,
NPC3200_00,探究心豊かな女性,امرأة فضولية,ui,1,approved,Antigravity,2026-06-18,
NPC3210_00,豪快な店主,صاحب متجر ودود,ui,1,approved,Antigravity,2026-06-18,
NPC3219,気のいい薬師,عشاب طيب,ui,1,approved,Antigravity,2026-06-18,
NPC3300_00,正直な冒険家,مغامر صادق,ui,1,approved,Antigravity,2026-06-18,
NPC3301_00,誠実な冒険家,مغامر مخلص,ui,1,approved,Antigravity,2026-06-18,
NPC3302_00,北の門番,حارس البوابة الشمالية,ui,1,approved,Antigravity,2026-06-18,
NPC3303_00,見張り番の男性,حارس مراقبة,ui,1,approved,Antigravity,2026-06-18,
NPC3304_00,西の門番,حارس البوابة الغربية,ui,1,approved,Antigravity,2026-06-18,
NPC3310_00,くたびれた男性,رجل متعب,ui,1,approved,Antigravity,2026-06-18,
NPC3319_00,落ち込む絵本作家,كاتب قصص أطفال محبط,ui,1,approved,Antigravity,2026-06-18,
NPC3320_00,希望を抱く絵本作家,كاتب قصص أطفال متفائل,ui,1,approved,Antigravity,2026-06-18,
NPC4000_00,堅実な青年,شاب رزين,ui,1,approved,Antigravity,2026-06-18,
NPC4002_00,噂好きの青年,شاب محب للشائعات,ui,1,approved,Antigravity,2026-06-18,
NPC4003_00,博学な青年,شاب واسع المعرفة,ui,1,approved,Antigravity,2026-06-18,
NPC4004_00,親切な冒険家,مغامر لطيف,ui,1,approved,Antigravity,2026-06-18,
NPC4005_00,商品に詳しい冒険家,مغامر خبير بالسلع,ui,1,approved,Antigravity,2026-06-18,
NPC4010_00,元気な女性,امرأة نشيطة,ui,1,approved,Antigravity,2026-06-18,
NPC4011_00,朗らかな女性,امرأة بشوشة,ui,1,approved,Antigravity,2026-06-18,
NPC4012_00,酒場の店員,عامل الحانة,ui,1,approved,Antigravity,2026-06-18,
NPC4013_00,面倒見のいい姉,أخت كبرى حنونة,ui,1,approved,Antigravity,2026-06-18,
NPC4014_00,平和を愛する女性,امرأة محبة للسلام,ui,1,approved,Antigravity,2026-06-18,
NPC4015_00,読書好きな女性,امرأة تحب القراءة,ui,1,approved,Antigravity,2026-06-18,
NPC4016_00,謎を探る冒険家,مغامر يتقصى الألغاز,ui,1,approved,Antigravity,2026-06-18,
NPC4018_00,腕利きの冒険家,مغامر ماهر,ui,1,approved,Antigravity,2026-06-18,
NPC4019_01,悲しみに暮れる女性,امرأة حزينة,ui,1,approved,Antigravity,2026-06-18,
NPC4019,ロウエル,لويل,ui,1,approved,Antigravity,2026-06-18,
NPC4020_00,気立てのいい男性,رجل طيب الخلق,ui,1,approved,Antigravity,2026-06-18,
NPC4021_00,元気な老人,عجوز نشيط,ui,1,approved,Antigravity,2026-06-18,
NPC4022_00,城仕えの薬師,عشاب القصر,ui,1,approved,Antigravity,2026-06-18,
NPC4023_00,慎重な男性,رجل حذر,ui,1,approved,Antigravity,2026-06-18,
NPC4024_00,心配性な男性,رجل قلق,ui,1,approved,Antigravity,2026-06-18,
NPC4029,気のいい老人,عجوز طيب,ui,1,approved,Antigravity,2026-06-18,
NPC4030_00,噂好きな老婆,عجوز محبة للشائعات,ui,1,approved,Antigravity,2026-06-18,
NPC4031_00,心配性な女性,امرأة قلقة,ui,1,approved,Antigravity,2026-06-18,
NPC4032_00,病気がちな少年の母親,أم الصبي المريض,ui,1,approved,Antigravity,2026-06-18,
NPC4040_00,絵本好きな弟,أخ أصغر يحب قصص الأطفال,ui,1,approved,Antigravity,2026-06-18,
NPC4041_00,病気がちな少年,صبي عليل,ui,1,approved,Antigravity,2026-06-18,
NPC4050_00,素直な少女,فتاة مطيعة,ui,1,approved,Antigravity,2026-06-18,
NPC4200_00,酒場の店主,صاحب الحانة,ui,1,approved,Antigravity,2026-06-18,
NPC4218,酔っ払った中年女性,امرأة مخمورة,ui,1,approved,Antigravity,2026-06-18,
NPC4219,バカンテ,باكانتي,ui,1,approved,Antigravity,2026-06-18,
NPC4221,行商人（仮）,تاجر متجول (مؤقت),ui,1,approved,Antigravity,2026-06-18,
NPC4229_01,怪しげな店主,صاحب متجر مريب,ui,1,approved,Antigravity,2026-06-18,
NPC4300_01,ウザン兵士長の手紙,رسالة القائد أوزان,ui,1,approved,Antigravity,2026-06-18,
NPC4300,ウザン兵士長,القائد أوزان,ui,1,approved,Antigravity,2026-06-18,
NPC4310_00,忠実な兵士,جندي مخلص,ui,1,approved,Antigravity,2026-06-18,
NPC4311_00,豪胆な兵士,جندي جريء,ui,1,approved,Antigravity,2026-06-18,
NPC4312_00,堅実な兵士,جندي رصين,ui,1,approved,Antigravity,2026-06-18,
NPC4313_00,真面目な兵士,جندي جاد,ui,1,approved,Antigravity,2026-06-18,
NPC4314_00,温厚な兵士,جندي ودود,ui,1,approved,Antigravity,2026-06-18,
NPC4315_00,活発な冒険家,مغامر نشيط,ui,1,approved,Antigravity,2026-06-18,
NPC4316_00,若々しい兵士,جندي شاب,ui,1,approved,Antigravity,2026-06-18,
NPC4319,実直な兵士,جندي نزيه,ui,1,approved,Antigravity,2026-06-18,
NPC4320_00,気さくな冒険家,مغامر ودود,ui,1,approved,Antigravity,2026-06-18,
NPC4321_00,誠実な兵士,جندي صادق,ui,1,approved,Antigravity,2026-06-18,
NPC4322_00,利発な兵士,جندي ذكي,ui,1,approved,Antigravity,2026-06-18,
NPC4323_00,親しみのある兵士,جندي لطيف,ui,1,approved,Antigravity,2026-06-18,
NPC4324_00,敬虔な兵士,جندي ورع,ui,1,approved,Antigravity,2026-06-18,
NPC4325_00,勤勉な兵士,جندي مجتهد,ui,1,approved,Antigravity,2026-06-18,
NPC4326_00,見張りの兵士,جندي حراسة,ui,1,approved,Antigravity,2026-06-18,
NPC4327_00,律儀な兵士,جندي أمين,ui,1,approved,Antigravity,2026-06-18,
NPC4330_00,好奇心旺盛な冒険家,مغامر فضولي جداً,ui,1,approved,Antigravity,2026-06-18,
NPC4340_00,気弱な冒険家,مغامر متردد,ui,1,approved,Antigravity,2026-06-18,
NPC4349,冒険家オリバー,المغامر أوليفر,ui,1,approved,Antigravity,2026-06-18,
NPC4350,新人冒険家,مغامر مبتدئ,ui,1,approved,Antigravity,2026-06-18,
NPC4351_00,元気な職人,حرفي نشيط,ui,1,approved,Antigravity,2026-06-18,
NPC4369,イチル,إيتشيرو,ui,1,approved,Antigravity,2026-06-18,
NPC4379,サンディ,ساندي,ui,1,approved,Antigravity,2026-06-18,
NPC4389,ニック,نيك,ui,1,approved,Antigravity,2026-06-18,
NPC4400,姫想いの侍女,وصيفة مخلصة للأميرة,ui,1,approved,Antigravity,2026-06-18,
NPC4401,快活な侍女,وصيفة مرحة,ui,1,approved,Antigravity,2026-06-18,
NPC4999,兵士,جندي,ui,1,approved,Antigravity,2026-06-18,
NPC8000,リース,ريس,ui,1,approved,Antigravity,2026-06-18,
NPC9000,火の鳥クレイドル,طائر النار كرايدل,ui,1,approved,Antigravity,2026-06-18,
NPC9010,ミュー族の姫,أميرة شعب ميو,ui,1,approved,Antigravity,2026-06-18,
PCM000_02,未来のエリオット,إليوت المستقبلي,ui,1,approved,Antigravity,2026-06-18,
RECORD_04,足跡なき泥濘の局地,أرض موحلة بلا آثار,ui,1,approved,Antigravity,2026-06-18,
RECORD_05,氷霜舞う雪白の局地,أرض الجليد الأبيض الناصع,ui,1,approved,Antigravity,2026-06-18,
RECORD_06,繁茂する樹陰の局地,منطقة الظلال الوارفة,ui,1,approved,Antigravity,2026-06-18,
RECORD_07,焦熱なる烈火の局地,منطقة النيران الحارقة,ui,1,approved,Antigravity,2026-06-18,
RECORD_08,風化せし砂塵の局地,منطقة الرمال المتآكلة,ui,1,approved,Antigravity,2026-06-18,
RECORD_09,闇を切り裂く者,من يشق الظلمة,ui,1,approved,Antigravity,2026-06-18,
RECORD_10,水鏡に映る光の残響,صدى الضوء على مرآة الماء,ui,1,approved,Antigravity,2026-06-18,
RECORD_11,流転する滝の回廊,رواق الشلال المتدفق,ui,1,approved,Antigravity,2026-06-18,
RECORD_12,赤熱の遺構,الأطلال المتوهجة,ui,1,approved,Antigravity,2026-06-18,
RECORD_13,影潜む深緑の森,الغابة الخضراء وارفة الظلال,ui,1,approved,Antigravity,2026-06-18,
RECORD_14,砂牢にて乾き唸る霊獣,الوحش الروحي الذي يزأر عطشاً في سجن الرمل,ui,1,approved,Antigravity,2026-06-18,"short_arabic: ""وحش مقدس يزأر في سجن الرمل"" FIT-CHECK"
RECORD_15,氷の静寂が護る神秘,السر الذي تحرسه سكينة الجليد,ui,1,approved,Antigravity,2026-06-18,"short_arabic: ""سر يحميه هدوء الجليد"" FIT-CHECK"
RECORD_16,暗澹を超えた先に,ما بعد الظلمة الحالكة,ui,1,approved,Antigravity,2026-06-18,
RECORD_17,未踏の支配者,حاكم الأراضي المجهولة,ui,1,approved,Antigravity,2026-06-18,
RECORD_18,灰色の村と追憶の旋律,القرية الرمادية ولحن الذكرى,ui,1,approved,Antigravity,2026-06-18,
RECORD_19,魔導の都と叡智の旋律,عاصمة السحر ولحن الحكمة,ui,1,approved,Antigravity,2026-06-18,
RECORD_20,草創の里と黎明の旋律,قرية التأسيس ولحن الفجر,ui,1,approved,Antigravity,2026-06-18,
RECORD_39,静寂に佇む古の秘密,أسرار قديمة قابعة في صمت,ui,1,approved,Antigravity,2026-06-18,
RECORD_40,秘められた真実の扉,باب الحقيقة الخفية,ui,1,approved,Antigravity,2026-06-18,
RECORD_41,揺るぎなき意志,إرادة لا تتزعزع,ui,1,approved,Antigravity,2026-06-18,
RECORD_42,冒険を導く不思議な声,صوت غامض يرشد المغامرة,ui,1,approved,Antigravity,2026-06-18,
RECORD_43,民を護る者,حامي الشعب,ui,1,approved,Antigravity,2026-06-18,
RECORD_44,愁苦を抱える者,من يحمل الهموم,ui,1,approved,Antigravity,2026-06-18,
RECORD_45,こみ上げる痛切,ألم يفيض بالصدر,ui,1,approved,Antigravity,2026-06-18,
RECORD_46,連なる喜びの種,بذور الفرح المتتالية,ui,1,approved,Antigravity,2026-06-18,
RECORD_47,胸を過ること,ما يخطر بالبال,ui,1,approved,Antigravity,2026-06-18,
RECORD_48,かわりのない日々,أيام لا تتغير,ui,1,approved,Antigravity,2026-06-18,
RECORD_49,回顧と共に,مع استرجاع الذكريات,ui,1,approved,Antigravity,2026-06-18,
RECORD_50,粛然として,بكل وقار,ui,1,approved,Antigravity,2026-06-18,
RECORD_51,高まる機運,زخم متزايد,ui,1,approved,Antigravity,2026-06-18,
RECORD_52,急転直下,تحول مفاجئ,ui,1,approved,Antigravity,2026-06-18,
RECORD_61,王の間の円舞曲,رقصة الفالس في قاعة الملك,ui,1,approved,Antigravity,2026-06-18,
RECORD_63,揺らめく夢幻の空,سماء الوهم المتلألئة,ui,1,approved,Antigravity,2026-06-18,
RECORD_64,古の神殿に潜む謎,لغز يكمن في المعبد القديم,ui,1,approved,Antigravity,2026-06-18,
RECORD_65,古の神殿に響く念,خواطر تتردد في المعبد القديم,ui,1,approved,Antigravity,2026-06-18,"short_arabic: ""أفكار المعبد القديم"" FIT-CHECK"
RECORD_66,古の神殿に蠢く邪悪,شر يتحرك في المعبد القديم,ui,1,approved,Antigravity,2026-06-18,
RECORD_68,立ちはだかる者たち,من يقفون في الطريق,ui,1,approved,Antigravity,2026-06-18,
RECORD_70,果てることなき憎悪,الكراهية اللامتناهية,ui,1,approved,Antigravity,2026-06-18,
RECORD_71,希望は何処に,أين الأمل؟,ui,1,approved,Antigravity,2026-06-18,
RECORD_72,飛翔せし神話,الأسطورة المحلقة,ui,1,approved,Antigravity,2026-06-18,
RECORD_75,古の神殿に視る希望,الأمل في المعبد القديم,ui,1,approved,Antigravity,2026-06-18,
RECORD_76,時の彼方に広がる伝承,أساطير تمتد عبر الزمن,ui,1,approved,Antigravity,2026-06-18,
RECORD_77,ひとしずくの温もり,قطرة من الدفء,ui,1,approved,Antigravity,2026-06-18,
RECORD_82,平穏の中に残る影,ظلال باقية في السلام,ui,1,approved,Antigravity,2026-06-18,
RECORD_83,新たな日々の始まり,بداية أيام جديدة,ui,1,approved,Antigravity,2026-06-18,
RECORD_84,安息の時,وقت الراحة,ui,1,approved,Antigravity,2026-06-18,
RECORD_85,運命の先に見る夢,حلم يلوح خلف القدر,ui,1,approved,Antigravity,2026-06-18,
RECORD_87,輝きと共に舞う,الرقص مع الضياء,ui,1,approved,Antigravity,2026-06-18,
RECORD_88,幸運を運ぶ宝虫,خنفساء الكنز الجالبة للحظ,ui,1,approved,Antigravity,2026-06-18,
RECORD_89,伝播する恐怖,الرعب المتفشي,ui,1,approved,Antigravity,2026-06-18,
RECORD_93,輝きの街と守護の旋律,مدينة الضياء ولحن الحماية,ui,1,approved,Antigravity,2026-06-18,
RECORD_94,崩壊の序章,مقدمة الانهيار,ui,1,approved,Antigravity,2026-06-18,
RECORD_95,迫りくる影,الظلال المقتربة,ui,1,approved,Antigravity,2026-06-18,
RECORD_96,轟く風音と共に,مع زئير الرياح,ui,1,approved,Antigravity,2026-06-18,
RUINS02_SAND_BOSS_KEY_NAME,歯車遺跡の赤鍵,مفتاح أطلال التروس الأحمر,ui,1,approved,Antigravity,2026-06-18,
RUINS02_SAND_KEY_NAME,歯車遺跡の青鍵,مفتاح أطلال التروس الأزرق,ui,1,approved,Antigravity,2026-06-18,
RUINS03_WATER_KEY_NAME,水の遺跡の青鍵,مفتاح أطلال الماء الأزرق,ui,1,approved,Antigravity,2026-06-18,
RUINS04_SNOW_BOSS_KEY_NAME,氷の遺跡の赤鍵,مفتاح أطلال الجليد الأحمر,ui,1,approved,Antigravity,2026-06-18,
RUINS05_TREE_BOSS_KEY_NAME,森の遺跡の赤鍵,مفتاح أطلال الغابة الأحمر,ui,1,approved,Antigravity,2026-06-18,
RUINS05_TREE_KEY_NAME,森の遺跡の青鍵,مفتاح أطلال الغابة الأزرق,ui,1,approved,Antigravity,2026-06-18,
RUINS06_LAVA_BOSS_KEY_NAME,火の遺跡の赤鍵,مفتاح أطلال النار الأحمر,ui,1,approved,Antigravity,2026-06-18,
S01_N19_1000_02_txt01,蛮族をすべて倒す,القضاء على جميع البرابرة,ui,1,approved,Antigravity,2026-06-18,
S01_N19_1000_M160_NPC0200_m,それでも――,ومع ذلك...,ui,1,approved,Antigravity,2026-06-18,
S01_N19_1000_QuestTitle,新たな時代への一歩,خطوة نحو عصر جديد,ui,1,approved,Antigravity,2026-06-18,
S01_N20_1000_02_txt01,ヒルクに報告する,إبلاغ هيلك,ui,1,approved,Antigravity,2026-06-18,
S01_N20_1000_QuestTitle,過ぎ去りし者への追想,ذكرى الراحلين,ui,1,approved,Antigravity,2026-06-18,
S01_N25_1000_QuestTitle,誰が為の優しさ,اللطف من أجل من؟,ui,1,approved,Antigravity,2026-06-18,
S01_N25_1200_M010_C01_04_PCM000_m,ほっこりミルク,حليب دافئ,ui,1,approved,Antigravity,2026-06-18,
S01_N31_1000_QuestTitle,遥かなる夢,حلم بعيد,ui,1,approved,Antigravity,2026-06-18,
S02_N16_1000_00_txt01,魔法生物を倒す,هزيمة المخلوقات السحرية,ui,1,approved,Antigravity,2026-06-18,
S02_N16_1000_02_txt01,ヒラルダに報告する,إبلاغ هيرالدا,ui,1,approved,Antigravity,2026-06-18,
S02_N16_1000_QuestTitle,ある貴婦人の願い,أمنية سيدة نبيلة,ui,1,approved,Antigravity,2026-06-18,
S02_N17_1000_01_txt01,獣の足跡をたどる,تتبع آثار أقدام الوحش,ui,1,approved,Antigravity,2026-06-18,
S02_N17_1000_02_txt01,カーターに報告する,إبلاغ كارتر,ui,1,approved,Antigravity,2026-06-18,
S02_N17_1000_QuestTitle,追憶の香り,عبير الذكريات,ui,1,approved,Antigravity,2026-06-18,
S02_N17_6000_M030_NPC0060_f,…………？,…………؟,ui,1,approved,Antigravity,2026-06-18,
S02_N18_1000_01_txt01,壁画のある場所を探す,البحث عن موقع الجداريات,ui,1,approved,Antigravity,2026-06-18,
S02_N18_1000_02_txt01,イカロスに報告する,إبلاغ إيكاروس,ui,1,approved,Antigravity,2026-06-18,
S02_N18_1000_QuestTitle,使命の果てに,في نهاية المهمة,ui,1,approved,Antigravity,2026-06-18,
S02_N21_1000_QuestTitle,ワンダフルなお友だち,صديق رائع,ui,1,approved,Antigravity,2026-06-18,
S02_N23_1000_01_txt01,凶暴化した蛮族を探す,البحث عن البرابرة الهائجين,ui,1,approved,Antigravity,2026-06-18,
S02_N23_1000_02_txt01,凶暴化した蛮族と戦う,محاربة البرابرة الهائجين,ui,1,approved,Antigravity,2026-06-18,
S02_N23_1000_03_txt01,ファウスタに報告する,إبلاغ فاوستا,ui,1,approved,Antigravity,2026-06-18,
S02_N23_1000_QuestTitle,ヒルデブラントの研究,أبحاث هيلدبراند,ui,1,approved,Antigravity,2026-06-18,
S03_N10_1000_01_txt01,森の遺跡へ向かう,التوجه إلى أطلال الغابة,ui,1,approved,Antigravity,2026-06-18,
S03_N10_1000_02_txt01,カロテシアに報告する,إبلاغ كاروتيسيا,ui,1,approved,Antigravity,2026-06-18,
S03_N10_1000_QuestTitle,カロテシアの歴史講座,درس تاريخ كاروتيسيا,ui,1,approved,Antigravity,2026-06-18,
S03_N10_3000_M240_NPC0130_f,はるか昔――,منذ زمن بعيد...,ui,1,approved,Antigravity,2026-06-18,
S03_N11_1000_01_txt01,爆弾を手に入れる,الحصول على القنابل,ui,1,approved,Antigravity,2026-06-18,
S03_N11_1000_03_txt01,豪快な店主に報告する,إبلاغ صاحب المتجر الودود,ui,1,approved,Antigravity,2026-06-18,
S03_N11_1000_04_txt01,爆弾を使って岩を壊す,تدمير الصخور بالقنابل,ui,1,approved,Antigravity,2026-06-18,
S03_N11_1000_QuestTitle,受難を吹き飛ばせ,انسف المحن,ui,1,approved,Antigravity,2026-06-18,
S03_N12_1000_02_txt01,ディオナに報告する,إبلاغ ديونا,ui,1,approved,Antigravity,2026-06-18,
S03_N12_1000_QuestTitle,素直になれない幼馴染,صديق طفولة عنيد,ui,1,approved,Antigravity,2026-06-18,
S03_N27_1000_03_txt01,ブコナ草を手に入れる,الحصول على عشب بوكونا,ui,1,approved,Antigravity,2026-06-18,
S03_N28_1000_03_txt01,聖なる樹を探す,البحث عن الشجرة المقدسة,ui,1,approved,Antigravity,2026-06-18,
S03_N28_1000_04_C01_txt01,聖樹の炎を手に入れる,الحصول على لهب الشجرة المقدسة,ui,1,approved,Antigravity,2026-06-18,"short_arabic: ""الحصول على لهب الشجرة"" FIT-CHECK"
S03_N28_1000_04_txt01,敵をすべて倒す,هزيمة جميع الأعداء,ui,1,approved,Antigravity,2026-06-18,
S03_N28_1000_QuestTitle,送り火の儀式,طقس نار الوداع,ui,1,approved,Antigravity,2026-06-18,
S03_N34_1000_QuestTitle,いつか花開くつぼみ,برعم سيتفتح يوماً ما,ui,1,approved,Antigravity,2026-06-18,
S03_N34_5000_M020_PCM000_m,ということは――,هذا يعني...,ui,1,approved,Antigravity,2026-06-18,
S04_N01_1000_QuestTitle,思い出の槍,رمح الذكريات,ui,1,approved,Antigravity,2026-06-18,
S04_N02_1000_02_txt01,レイカに報告する,إبلاغ رايكا,ui,1,approved,Antigravity,2026-06-18,
S04_N02_1000_QuestTitle,なつかしの弓,قوس الذكريات,ui,1,approved,Antigravity,2026-06-18,
S04_N03_1000_02_C01_txt01,ウザンの痕跡を探す,البحث عن آثار أوزان,ui,1,approved,Antigravity,2026-06-18,
S04_N03_1000_02_txt01,北の洞窟へ向かう,التوجه إلى كهر الشمال,ui,1,approved,Antigravity,2026-06-18,
S04_N04_1000_QuestTitle,優しさをつなげて,نشر اللطف,ui,1,approved,Antigravity,2026-06-18,
S04_N05_1000_QuestTitle,喧騒と酩酊のはざまで,بين الضجيج والثمالة,ui,1,approved,Antigravity,2026-06-18,
S04_N06_1000_01_txt01,快活な侍女に話を聞く,التحدث إلى الوصيفة المرحة,ui,1,approved,Antigravity,2026-06-18,
S04_N06_1000_03_txt01,快活な侍女に報告する,إبلاغ الوصيفة المرحة,ui,1,approved,Antigravity,2026-06-18,
S04_N06_1000_QuestTitle,ヒカルド王の食事会,مأدبة الملك هيكاردو,ui,1,approved,Antigravity,2026-06-18,
S04_N06_3000_M030_C01_01_PCM000_m,肉がいいと思うな,أعتقد أن اللحم أفضل,ui,1,approved,Antigravity,2026-06-18,
S04_N06_3000_M030_C01_02_PCM000_m,魚がいいと思うよ,أعتقد أن السمك أفضل,ui,1,approved,Antigravity,2026-06-18,
S04_N06_3000_M030_C02_01_PCM000_m,ごろっと切ってくれ,قطعه إلى قطع كبيرة,ui,1,approved,Antigravity,2026-06-18,
S04_N06_3000_M030_C02_02_PCM000_m,細かく切ってくれ,قطعه إلى قطع صغيرة,ui,1,approved,Antigravity,2026-06-18,
S04_N06_3000_M030_C03_01_PCM000_m,少なめに入れてくれ,ضع كمية قليلة,ui,1,approved,Antigravity,2026-06-18,
S04_N06_3000_M030_C03_02_PCM000_m,たっぷり入れよう,لنضع الكثير منه,ui,1,approved,Antigravity,2026-06-18,
S04_N06_3000_M030_C04_01_PCM000_m,ちょっと待ってくれ,انتظر قليلاً,ui,1,approved,Antigravity,2026-06-18,
S04_N06_3000_M030_C04_02_PCM000_m,ああ、頼んだよ,أجل، أعتمد عليك,ui,1,approved,Antigravity,2026-06-18,
S04_N07_1000_QuestTitle,風に舞った憧憬,حنين تذروه الرياح,ui,1,approved,Antigravity,2026-06-18,
S04_N08_1000_01_C01_txt01,パミル茸を探す,البحث عن فطر بامير,ui,1,approved,Antigravity,2026-06-18,
S04_N08_1000_05_txt01,祈りの間へ向かう,التوجه إلى قاعة الصلاة,ui,1,approved,Antigravity,2026-06-18,
