ID,source text,Arabic translation,category,context,glossary terms used,notes
EL_M04_E03_1000_M230_FYL000_f,ファウスタ所長は知らないけど、\nマオってミュー族だよね？　おはなし聞けるかも！,لا أدري بشأن المديرة فاوستا،\nولكن ماو من شعب ميو، أليس كذلك؟ ربما يمكننا الحديث معها!,dialogue,,"マオ,ミュー,ファウスタ",
EL_NPC4327_P010_M010_NPC4327_m,この先は『祈りの間』。姫様が祈りを捧げ、\n加護の魔法を維持しておられる場所だ。,الطريق أمامنا يؤدي إلى «قاعة الصلاة». هذا هو المكان الذي تصلي فيه الأميرة\nوتحافظ فيه على سحر البركة.,dialogue,,"魔法,加護,祈りの間",
EL_M05_SA2MGC_E07_2000_M080_FYL000_f,イカロスさんも、ヒルデブラントも見あたらないって。\nだから、たぶんマオも……,يقولون إنه لا يوجد أثر للسيد إيكاروس ولا لهيلدبراند.\nلذا، ربما ماو أيضًا...,dialogue,,"マオ,イカロス,ヒルデブラント",
EL_NPC1004_P050_M010_NPC1004_m,ヒルクを中心に、リュドミラさんから\n教わった魔法の研究を進めることになった。,تقرر المضي قدمًا في أبحاث السحر التي تعلمنا إياها السيدة ليودميلا،\nبقيادة هيلك.,dialogue,,"リュドミラ,ヒルク,魔法",
EL_M05_A3MGC_E03_1000_M220_NPC0520_m,気をつけるのだぞ、エリオットよ。\n魔獣は、理性を失って暴走したミュー族だ。,كن حذرًا يا إليوت.\nفالوحوش السحرية هي من أفراد عرق ميو الذين فقدوا عقولهم وهاجوا.,dialogue,,"エリオット,ミュー,魔獣",
EL_M06_E17_2000_M200_PCM000_m,ユイジーヌ、加護の魔法の仕組みを利用して\nみんなの魔力を集められないかな？,يا يوجين، ألا يمكننا استخدام آلية سحر البركة\nلجمع القوة السحرية للجميع؟,dialogue,,"ユイジーヌ,魔法,加護",
EL_NPC4312_P010_M010_NPC4312_m,城壁には、ヒューリア様の加護の魔法が\n行き届くような仕掛けが施されている。,لقد صُممت الأسوار بآلية تضمن\nوصول سحر البركة الخاص بالسيدة هيوريا إليها بالكامل.,dialogue,,"ヒューリア,魔法,加護",
EL_L01_N01_3000_Summary,鍛錬の間を越えたエリオットは、\n光の間にて新たな輝きたる生命の力を得る。,بعد اجتياز قاعة الصقل،\nيحصل إليوت على قوة الحياة التي تمثل بريقًا جديدًا في قاعة الضوء.,dialogue,,"エリオット,鍛錬の間,光の間",
EL_M06_E08_2000_M220_NPC0020_m,ヒューリア様の加護の魔法がなくなれば、\n人間は滅びの道を歩むしかない……,إذا تلاشى سحر البركة الخاص بالسيدة هيوريا،\nفلن يكون أمام البشر سوى طريق الفناء...,dialogue,,"ヒューリア,魔法,加護",
EL_S02_N32_2000_M010_FYL000_f,ねえ、エリオット見て！\nマーニーが言ってたのって、あの魔法生物じゃない？,انظر يا إليوت!\nأليس هذا هو المخلوق السحري الذي تحدثت عنه مارني؟,dialogue,,"エリオット,マーニー,魔法",
EL_M06_E04_4000_M020_PCM000_m,ヒューリアが目覚めない今……\n加護の魔法は、ほとんど失われてしまった。,بما أن هيوريا لم تستيقظ بعد...\nفقد فُقد سحر البركة بالكامل تقريبًا.,dialogue,,"ヒューリア,魔法,加護",
EL_NPC0020_P130_M010_NPC0020_f,加護の魔法は、祈りの間から魔法の糸を通して\n城壁まで送られているんだ。,يتم إرسال سحر البركة من قاعة الصلاة إلى الأسوار\nعبر خيوط سحرية.,dialogue,,"魔法,加護,祈りの間",
EL_NPC4014_P010_M020_NPC4014_f,それだけ、加護の魔法の力は大きいわ。\nヒューリア様には、感謝しないと。,قوة سحر البركة عظيمة للغاية.\nعلينا أن نكون ممتنين للسيدة هيوريا.,dialogue,,"ヒューリア,魔法,加護",
EL_M02_E09_1000_M390_NPC0030_m,頼むぞ、エリオット。\n月鏡の盾を探しだし、カイフリードを止めてくれ。,إننا نعوّل عليك يا إليوت.\nابحث عن درع مرآة القمر، وأوقف كايفرايد.,dialogue,,"エリオット,カイフリード,盾",
EL_M04_E08_1000_M350_FYL000_f,ヒルクって人は、ミュー族から\n魔法を教えてもらおうとしてるんだよね？,المدعوة هيلك تحاول\nأن تتعلم السحر من شعب ميو، أليس كذلك؟,dialogue,,"ミュー,ヒルク,魔法",
EL_SPM04_E02_1000_A_M01_FYL000_f,イカロスさんも剣がつかえるんだね！\nエリオットとどっちがつよいかな？,السيد إيكاروس يجيد استخدام السيف أيضًا!\nيا ترى أيهما أقوى، هو أم أنت يا إليوت؟,dialogue,,"エリオット,イカロス,剣",
EL_SPM06_E08_4000_I_M01_FYL000_f,マオは、カーターやエリオットが\n死んじゃったって思ってるんだよね……,تظن ماو أنك وكارتر\nقد فارقتما الحياة…,dialogue,,"エリオット,マオ,カーター",
EL_M01_E12_1000_M050_NPC0010_f,加護の魔法が途切れないよう\n祈りの間で魔力を注がねばなりません。,يجب عليّ أن أصبّ قوتي السحرية في قاعة الصلاة\nلضمان عدم انقطاع سحر البركة.,dialogue,,"魔法,加護,祈りの間",
EL_M06_E26_1000_M050_FYL000_f,マオとカーターに聞いたの。\n今日はエリオットの誕生日なんだって！,لقد سمعت من ماو وكارتر.\nأن اليوم هو يوم ميلاد إليوت!,dialogue,,"エリオット,マオ,カーター",
EL_M04_E08_1000_M170_NPC1010_00_f,そのためにも、ミュー族から魔法を学ぶべきだと\nヒルク様は……！,ولهذا السبب أيضًا، يرى السيد هيلك أنه ينبغي لنا\nتعلم السحر من عرق ميو…!,dialogue,,"ミュー,ヒルク,魔法",
EL_M05_E05_1000_M200_NPC0200_m,ヒルクがミュー族の女を招いて\n里の連中に魔法を教え始めたんだ。,لقد دعت هيلك امرأة من شعب ميو،\nوبدأت في تعليم السحر لأهل القرية.,dialogue,,"ミュー,ヒルク,魔法",
EL_SPM05_SA2MGC_E04_2000_A_M01_FYL000_f,カーターたちを、時の扉へ連れていこう！\nマオとの約束だもんね。,لنأخذ كارتر والآخرين إلى باب الزمن!\nفهذا وعدنا لماو!,dialogue,,"マオ,カーター,時の扉",
EL_S02_N21_1000_M220_PCM000_m,再建の時代や加護の時代には\n魔法生物がいっぱいいるだろう？,لا بد أن هناك الكثير من المخلوقات السحرية\nفي عصر إعادة الإعمار وعصر البركة، أليس كذلك؟,dialogue,,"魔法,再建,加護",
EL_SPM05_A3SWD_E01_1000_A_M01_FYL000_f,聖剣ライトスタッフ、\nエリオットにはピッタリだと思うよ！,أعتقد أن السيف المقدس «عصا الضوء»\nيناسبك تمامًا يا إليوت!,dialogue,,"エリオット,ライトスタッフ,剣",
EL_M06_E17_2000_M210_NPC0020_m,そうか！\n加護の魔法は祈りの間から城壁に伝わっている。,فهمت!\nينتقل سحر البركة من قاعة الصلاة إلى الأسوار.,dialogue,,"魔法,加護,祈りの間",
EL_M05_A2MGC_E03_1100_M090_PCM000_m,ライトスタッフ……\nカイフリードが持っていた剣か！,عصا الضوء...\nالسيف الذي كان يحمله كايفرايد!,dialogue,,"カイフリード,ライトスタッフ,剣",
EL_M06_E26_1000_M250_PCM000_m,ヒューリアが街の外へ！？\n加護の魔法は……？,هيوريا خارج المدينة؟! \nماذا عن سحر البركة...؟,dialogue,,"ヒューリア,魔法,加護",
EL_Tutorial_Fairy_01_1_Text,"""<btn id=""""IconRStick""""/>でフェイを動かせるぞ！\n<btn id=""""IconRStickFairy""""/>で指示が出せる。\n\nお金などを拾ったり、敵を攻撃したり、\n気絶から起こしてくれたりと、\n探索を手伝ってくれるぞ！""","""يمكنك تحريك فاي باستخدام <btn id=""""IconRStick""""/>!\nويمكنك إعطاء الأوامر باستخدام <btn id=""""IconRStickFairy""""/>.\n\nسوف تساعدك في الاستكشاف بجمع الأموال والأغراض، ومهاجمة الأعداء،\nوإيقاظك من الإغماء،\nوغير ذلك!""",dialogue,,"フェイ,お金",
EL_M05_SA2MGC_E03_1000,マオになぜこんなことになってしまったのかはわからない。正気に戻ってほしい旨をマオに伝えるが、その声はマオには届かない\nマオはさらに奥へ進んでしまう。エリオットはそれを追う,لا يعرف لماذا آلت أمور ماو إلى هذا حد. يرجوها أن تستعيد صوابها، لكن صوته لا يصل إليها.\nتتجه ماو إلى الداخل أكثر، ويتبعها إليوت لملاحقتها.,dialogue,,"エリオット,マオ",
EL_M05_A3MGC_E03_1000,ヒルデブラントは研究員が拾ったペンダントをマオに見せ「家族は死んだ」と嘘をつく\nマオの怒りが爆発し魔力が増幅するのを見て、ヒルデブラントはマオをさらに追い詰める,يعرض هيلدبراند القلادة التي عثر عليها الباحثون على ماو ويكذب عليها قائلاً «لقد ماتت عائلتك».\nوعند رؤية غضب ماو يتفجر وقوتها السحرية تتضاعف، يقوم هيلدبراند بتضييق الخناق عليها أكثر.,dialogue,,"マオ,ヒルデブラント",
EL_M05_SA3MGC_E01_3000,エリオットはマオの家を訪れる。が、マオの家には誰もおらず、荒らされている\n不穏な空気が漂っている事を感じ、エリオットはマオたちがどこへ消えたのか不審に思う,يزور إليوت منزل ماو. ولكن المنزل فارغ تمامًا وقد تعرض للتخريب.\nيشعر إليوت بأجواء مريبة وينتابه الشك بخصوص المكان الذي اختفت فيه ماو ورفاقها.,dialogue,,"エリオット,マオ",
EL_M03_E07_1000,女性（ネコ娘）と蛮族が対峙している所に出くわす。謎の女性は魔力でウルヴ族を蹴散らす\nカーターを探している事を告げると、地図にマークした位置まで来いという,يصادف امرأة (فتاة قطة) تواجه البرابرة. تقوم المرأة الغامضة بتشتيت قبيلة أولف بقوتها السحرية.\nعندما يخبرها بأنه يبحث عن كارتر، تطلب منه القدوم إلى الموقع المحدد على الخريطة.,dialogue,,"カーター,ネコ",
EL_M03_E09_2000,マオにもカーターの事を聞いてみる。カーターの事を悪くは思ってないらしい\nそれもつかの間、マオがカーターの悲鳴を聞き、家の外へ飛び出す,يسأل ماو عن كارتر أيضًا. يبدو أنها لا تحمل له أي ضغينة.\nولكن فجأة، تسمع ماو صراخ كارتر وتندفع خارج المنزل.,dialogue,,"マオ,カーター",
EL_M04_E09_1000,ヒルクにミュー族について知っている事がないかを聞く\n昔の話だが、北の雪原地帯（ホワイトエリア）に逃れているのではないかとのこと,يسأل هيلك عما يعرفه عن عرق ميو.\nيخبره هيلك أنه سمع بقصة قديمة تفيد بأنهم ربما لجأوا إلى المنطقة الثلجية الشمالية (المنطقة البيضاء).,dialogue,,"ミュー,ヒルク",
EL_M04_E10_1000,フェイが走って逃げる子供くらいの人を見たという。\n同時にゴギョウとリュドミラの声も聞こえる。声が聞こえるほうへ向かう事に,تذكر فاي أنها رأت شخصًا بحجم طفل يجري هاربًا.\nوفي الوقت نفسه، سُمع صوتا غوغيو وليودميلا. فيقررون التوجه نحو مصدر الأصوات.,dialogue,,"フェイ,リュドミラ",
EL_M06_E08_2000,主人公とカーターが王座の間に集まる\n母親であるマオを助けたいと宣言。カーターも未来への逃避の旅でマオとあっていたという,يجتمع البطل وكارتر في قاعة العرش.\nويعلن البطل عن رغبته في إنقاذ والدته ماو. ويذكر كارتر أنه التقى بماو أيضًا خلال رحلة هروبه إلى المستقبل.,dialogue,,"マオ,カーター",
EL_M06_E05_1000,三賢者に教わった通り、「奥義：魔封剣」でバケネコを封印する\n姫に掛かっていた呪いは解け、イヤリングから姫の通信が入る,"كما علمه الحكماء الثلاثة، يقوم بختم القطة الوحشية باستخدام ""التقنية السرية: سيف ختم الشياطين"".\nتُفك اللعنة عن الأميرة،ويتلقى اتصالاً منها عبر القرط.",dialogue,,"ネコ,剣",
EL_M05_A3MGC_E02_2000,エルダーゲートまでたどりついたエリオット達\n２人をエルダーゲートに逃がし、エリオットは急いでマオの元へ向かう,يصل إليوت ورفاقه إلى بوابة إيلدر.\nيساعد الاثنين على الهروب عبر البوابة، ويسرع إليوت متجهًا إلى ماو.,dialogue,,"エリオット,マオ",
EL_M05_SA2MGC_E06_1000,ヒューリックは勝利を宣言する。人々はヒューリックを称え、この人物こそ初代英雄王\nであるとエリオットは確信する,يعلن هيوريك النصر. يشيد الناس بهيوريك، ويتأكد إليوت أن هذا الشخص هو الملك البطل الأول\nبالفعل.,dialogue,,"エリオット,ヒューリック",
EL_M03_E08_1000,マオの家でカーターを発見する。カーターはマオに助けられたという\nカーターはどうやらマオと一緒にいたいようだ,يعثر على كارتر في منزل ماو. ويذكر كارتر أن ماو قد أنقذته.\nيبدو أن كارتر يرغب في البقاء مع ماو.,dialogue,,"マオ,カーター",
EL_M02_E08_1000_M030_NPC4020_00_m,俺、兵士さんのヒソヒソ話を聞いちまったんだよ。\n城壁の加護の魔法が魔物に破られそうになったらしい。,لقد سمعت همسات الجنود.\nيبدو أن سحر بركة الأسوار كاد أن يُخترق من قبل الوحوش.,dialogue,,"魔法,加護",
EL_SPM06_E08_4000_I_M02_FYL000_f,ヒルクさんが言ってたように、思い出させてあげたい。\nマオを助けようとしていたワタシたちがいたこと。,كما قالت هيلك، أود أن أذكرها\nبأننا كنا هنا نحاول إنقاذها.,dialogue,,"マオ,ヒルク",
EL_M03_E06_1000_Summary,行方不明になったフォマニット研究所の調査員、\nカーターを捜すため、エリオットたちは北へと向かう。,لالبحث عن كارتر، الباحث المفقود في معهد فومانيت للأبحاث،\nيتوجه إليوت ورفاقه إلى الشمال.,dialogue,,"エリオット,カーター",
EL_M05_SA1MGC_E01_1000_M150_PCM000_m,魔法の時代で、マオが持っていたペンダントだろう。\n母親から誕生日のお祝いに貰ったと言っていたな。,لا بد أن هذه هي القلادة التي كانت تملكها ماو في عصر السحر.\nلقد ذكرت أنها حصلت عليها من والدتها كهدية عيد ميلاد.,dialogue,,"マオ,魔法",
EL_M06_E11_1000_Summary,北の白楼の最深部からマオのうめき声が聞こえる。\n苦しそうなマオの叫びに、エリオットは胸を痛める。,سُمع أنين ماو من أعماق البرج الأبيض الشمالي.\nيتحسر قلب إليوت لسماع صراخ ماو المتألم.,dialogue,,"エリオット,マオ",
EL_NPC4025_P040_M010_NPC4025_m,カイフリード様の家系は、魔法の時代において国を\nまとめる立場であり、その書物が引き継がれました。,كانت عائلة السيد كايفرايد في منصب قيادة البلاد في عصر السحر،\nوقد تم توارث كتبهم التاريخية.,dialogue,,"カイフリード,魔法",
EL_NPC4400_P060_M010_NPC4400_f,ユイジーヌさんはこの頃、祈りの間に足を運んでは\n研究室に戻って、文献を読み漁っているようですね。,يبدو أن يوجين يتردد على قاعة الصلاة كثيرًا مؤخرًا،\nثم يعود إلى المختبر ليقرأ الوثائق بتمعن.,dialogue,,"ユイジーヌ,祈りの間",
EL_S02_N18_2000_M100_FYL000_f,でもさ、この壁画に宝石がはまったってことは……\nイカロスさんが会った人って、もしかしてミュー族？,ولكن، حقيقة وضع الجوهرة في هذه الجدارية تعني...\nهل يعقل أن الشخص الذي التقى به إيكاروس ينتمي لعرق ميو؟,dialogue,,"ミュー,イカロス",
EL_SPTALKED_NPC37_A_M01_FYL000_f,魔力障壁を使えるって、もしかして月鏡の盾のこと？\n盾をつくったのって、ファウスタ所長だったんだ！,القدرة على استخدام الحاجز السحري، هل تقصد درع مرآة القمر؟\nإذن فالمديرة فاوستا هي من صنعت الدرع!,dialogue,,"ファウスタ,盾",
EL_M04_E14_1000,マオを発見する。マオは突然のボスの出現に足がすくみ、動けない\nエリオットがマオを庇い、戦闘開始,يعثر على ماو. تتجمد ماو في مكانها خوفًا من الظهور المفاجئ للزعيم.\nيحمي إليوت ماو، ويبدأ القتال.,dialogue,,"エリオット,マオ",
EL_M04_E15_3000_M340_PCM000_m,そうとも限りません。里にいるヒルクという女性は\nミュー族と協力していきたいと話していましたよ。,ليس بالضرورة. فهناك امرأة في القرية تدعى هيلك\nذكرت أنها ترغب في التعاون مع عرق ميو.,dialogue,,"ミュー,ヒルク",
EL_M05_E03_1000,不死鳥山の最深部で「魔法の針」を見つけるエリオット\n術者を特定するため、まずは王宮へ戻ることに,"يعثر إليوت على ""الإبرة السحرية"" في أعماق جبل الفينيق.\nولمعرفة من ألقى اللعنة، يقرر العودة إلى القصر أولاً.",dialogue,,"エリオット,魔法",
EL_M06_E11_0500_Summary,マオを救うため、北の白楼へたどり着いたエリオット。\n必ず助けるという覚悟を決めて、先へと進む。,يصل إليوت إلى البرج الأبيض الشمالي لإنقاذ ماو.\nيمضي قدمًا وهو عازم على إنقاذها مهما كلف الأمر.,dialogue,,"エリオット,マオ",
EL_M06_E13_5000_M210_NPC0020_m,……いや、マオさんたちが住む家を用意しないと！\nそれから、民にミュー族のことを説明する準備も！,...بل يجب علينا تجهيز منزل لتعيش فيه ماو ورفاقها!\nوأيضًا التحضير لشرح أمر عرق ميو لعامة الشعب!,dialogue,,"マオ,ミュー",
EL_NPC0030_P160_M010_NPC0030_m,食事会で、マオとヒューリアは心を通わせたようだな。\n二人ならば今後は良好な関係を築けるだろう。,يبدو أن ماو وهيوريا قد تفاهمتا وتآلفتا في المأدبة.\nأنا متأكد من أنهما ستبنيان علاقة طيبة في المستقبل.,dialogue,,"マオ,ヒューリア",
EL_NPC0090_P060_M010_NPC0090_m,口には出さないが、リュドミラが里へ出入りするように\nなって、マオはずいぶん寂しそうにしていた。,رغم أنها لا تبدي ذلك، إلا أن ماو بدت وحيدة للغاية\nبعد أن بدأت ليودميلا تتردد على القرية.,dialogue,,"マオ,リュドミラ",
EL_NPC0120_P110_M010_NPC0120_f,エリオット、一緒に戦ってくれてありがとう。\nあなたがいなければ、ヒューリックはどうなってたか。,شكرًا لك على القتال بجانبنا يا إليوت.\nلولا وجودكَ، لا أدري ماذا كان سيحل بهيوريك.,dialogue,,"エリオット,ヒューリック",
EL_NPC0240_P040_M010_NPC0240_f,加護の魔法が弱まっているっていう噂を聞いたかい？\n姫様に何かあったのかって、みんな心配してる。,هل سمعت الشائعات حول ضعف سحر البركة؟\nالجميع قلقون ويتساءلون إن كان مكروه ما قد أصاب الأميرة.,dialogue,,"魔法,加護",
EL_NPC4025_P040_M020_NPC4025_m,ある剣術の奥義を書いた本もあったそうです。\n時の扉を越える前に、ご自身で処分したようですが……,يقال إنه كان هناك كتاب يحتوي على تقنيات السيف السرية.\nولكن يبدو أنه تخلص منه بنفسه قبل عبور باب الزمن...,dialogue,,"時の扉,剣",
EL_NPC4314_P020_M020_NPC4314_m,なんでも、魔法の盾をもって蛮族を蹴散らしたらしい。\n英雄王のレリーフは、街の南に飾られてるぜ。,يقال إنه هزم البرابرة حاملاً درعًا سحريًا.\nتمثال البطل الملك معلق في جنوب المدينة.,dialogue,,"魔法,盾",
EL_SPPLAY_NOTEGET_03_A_M01_FYL000_f,灰の勇者さん、お姫様のためにがんばったんだね。\nそれから聖剣って……ライトスタッフのことかな？,لقد بذل البطل الرمادي قصارى جهده من أجل الأميرة.\nأما بخصوص السيف المقدس... هل تقصد عصا الضوء؟,dialogue,,"ライトスタッフ,剣",
EL_M05_E01_1000_M300_PCM000_m,そこまではわからなかったが、魔法を止めないと、\nヒューリアは氷の竜のように凍りついたままだ。,لم نكتشف هذا القدر من التفاصيل، لكن إن لم نوقف هذا السحر،\nستظل هيوريا متجمدة مثل تنين الجليد.,dialogue,,"ヒューリア,魔法",
EL_M06_E18_1200_Summary,決戦を前に、レイカのもとに寄ったエリオット。\n育ての親であるレイカから、激励の言葉を受ける。,يزور إليوت رايكا قبل المعركة الحاسمة.\nويتلقى كلمات التشجيع من رايكا، التي قامت بتربيته.,dialogue,,"エリオット,レイカ",
EL_MINIGAME_RECORD_COMP_FLAVOR,フェイの魔法レッスンでレコードをすべて集めた証。\nこれまで獲得したレコードが収められている。,دليل على جمع كل التسجيلات في درس فاي السحري.\nيحتوي على كافة التسجيلات التي تم الحصول عليها حتى الآن.,dialogue,,"フェイ,魔法",
EL_NPC0020_P030_M010_NPC0020_f,もっと魔法の研究が進めば、姫様の加護の魔法だけに\n頼らず、国を守ることができるかもしれない。,إذا تقدمت أبحاث السحر أكثر، فقد نتمكن من حماية البلاد\nدون الاعتماد الكلي على سحر البركة الخاص بالأميرة.,dialogue,,"魔法,加護",
EL_NPC0030_P170_M010_NPC0030_m,ヒューリアの呪いを解き、マオをも救うとは……\n奇跡とも言えることを、そなたはやり遂げたのだ。,فك لعنة هيوريا وإنقاذ ماو أيضًا...\nلقد حققت أمرًا يرقى إلى مرتبة المعجزات.,dialogue,,"マオ,ヒューリア",
EL_NPC0191_P050_M010_NPC0191_m,ふと思い出したんだけど、時の扉をくぐる直前に、\n魔物が放った魔法で扉ごとやられてしまってね。,لقد تذكرت فجأة، قبل عبور باب الزمن مباشرة،\nأصابنا السحر الذي أطلقته الوحوش مع البوابة نفسها.,dialogue,,"魔法,時の扉",
EL_NPC4023_P030_M020_NPC4023_m,もう街の中だからって、安心してられない。\n加護の魔法が消えかかってるって噂は本当みたいだな。,لا يمكننا الاطمئنان لمجرد أننا داخل المدينة.\nيبدو أن الشائعات حول زوال سحر البركة حقيقية.,dialogue,,"魔法,加護",
EL_M02_E08_1000_M020_NPC4031_00_f,一匹だけだったから、大事にはならなかったけど、\nどうやって加護の魔法をすりぬけたのかしら？,لقد كان وحشًا واحدًا فقط،لذا لم تكن المشكلة كبيرة،\nولكن كيف تمكن من التسلل عبر سحر البركة؟,dialogue,,"魔法,加護",
EL_M05_E01_1000_M380_PCM000_m,術者は今も、ヒューリアに呪いをかけ続けている。\nその魔力をたどる『魔法の針』があれば……！,"لا يزال ملقي التعويذة يفرض لعنته على هيوريا حتى الآن.\nلو كنا نملك ""الإبرة السحرية"" لتتبع قوته السحرية...!",dialogue,,"ヒューリア,魔法",
EL_M06_E08_4000_M070_PCM000_m,強い憎しみを抱えたミュー族は、魔力が暴走して\n憎悪の魔獣という化け物になってしまうらしい。,يقال إن أفراد عرق ميو الذين يحملون كراهية شديدة تفيض قواهم السحرية\nويتحولون إلى وحوش ضارية تُعرف بوحوش الكراهية السحرية.,dialogue,,"ミュー,魔獣",
EL_NPC0530_P040_M010_NPC0530_n,再建の時代に行き、賢者タドコロを訪ねるといい。\n黒いネコの姿をしているから、探してごらん。,اذهب إلى عصر إعادة الإعمار وابحث عن الحكيم تادوكورو.\nإنه يتخذ مظهر قط أسود، لذا ابحث عنه.,dialogue,,"ネコ,再建",
EL_NPC1011_P050_M020_NPC1011_f,彼の母……ヒルクさんもきっと同じだった。\nだから、あんなにも魔法を求めていたのだと思うわ。,والدته... لا بد أن السيدة هيلك كانت تشعر بالشيء نفسه.\nأعتقد أن هذا هو سبب رغبتها الشديدة في السحر.,dialogue,,"ヒルク,魔法",
EL_NPC1023_P060_M010_NPC1023_m,リュドミラさんが教えてくれた魔法で、俺たちは、\nもっといい暮らしができるようになるだろう。,بفضل السحر الذي علمتنا إياه السيدة ليودميلا،\nسنتمكن من العيش حياة أفضل بكثير.,dialogue,,"リュドミラ,魔法",
EL_NPC4023_P040_M020_NPC4023_m,加護の魔法が消えかかったことで、そう思ったよ。\n何かあれば、俺もできることをしようってな。,لقد أدركت هذا عندما بدأ سحر البركة يتلاشى.\nإذا حدث أي شيء، سأفعل ما بوسعي للمساعدة.,dialogue,,"魔法,加護",
EL_NPC4314_P050_M010_NPC4314_m,まさか街にいるネコが、ミュー族だったなんて……\nでも、俺はネコが大好きだったから嬉しいな。,لم أتوقع أبدًا أن القطط في المدينة تنتمي لعرق ميو...\nولكني سعيد للغاية لأنني أحب القطط كثيرًا.,dialogue,,"ミュー,ネコ",
EL_NPC4316_P050_M010_NPC4316_m,最近、やたらと魔物が増えてる気がするんだよな……\nもしかして、加護の魔法が弱まってるのか？,أشعر أن عدد الوحوش يزداد بشكل كبير مؤخرًا...\nهل يعقل أن سحر البركة يضعف؟,dialogue,,"魔法,加護",
EL_PLACT_Z27_A_M010,今、カイフリードと戦っても返り討ちに遭うだけだ。\nあの剣をなんとかする対策を立てないと……,إذا قاتلنا كايفرايد الآن، فسوف نُهزم بالتأكيد.\nعلينا وضع خطة للتعامل مع هذا السيف...,dialogue,,"カイフリード,剣",
EL_S02_N17_6000_M110_NPC0190_m,ご挨拶が遅くなりました、カーターです。\n僕が必ずマオを、そして新しい家族を守ると誓います。,معذرة على التأخر في تقديم نفسي، أنا كارتر.\nأقسم أنني سأحمي ماو وعائلتي الجديدة دائمًا.,dialogue,,"マオ,カーター",
EL_SCN_8110_FLAVOR,ハーブを入れて煮込む、ミュー族伝統のホットミルク。\n弱ったネコちゃんが元気いっぱいになる。,حليب دافئ تقليدي لعرق ميو، مغلي مع الأعشاب.\nيعيد النشاط والحيوية للقطط الضعيفة.,dialogue,,"ミュー,ネコ",
EL_SHIELD_3_FLAVOR,遠い伝承に聞く神の恩寵が宿るとされる盾。\n聖なる無上の加護が、敵の強力な攻撃をも薙ぎ払う。,درع يُقال إنه يحمل نعمة إلهية بحسب الأساطير القديمة.\nبركته المقدسة العظيمة تصد حتى أقوى هجمات الأعداء.,dialogue,,"加護,盾",
EL_SPM06_E08_4000_D_M01_FYL000_f,そういえば、マオが月鏡の盾に力をくれたんだよね。\nあのころの優しいマオに戻ってほしいな……,بالمناسبة، لقد منحت ماو طاقتها لدرع مرآة القمر، أليس كذلك؟\nأتمنى أن تعود ماو الطيبة كما كانت حينها…,dialogue,,"マオ,盾",
EL_WPN_BOW_1_FLAVOR,しなやかさを備えた木製のシンプルな弓。\n初心者向けで、エリオットが昔、練習用に使っていた。,قوس خشبي بسيط يتميز بالمرونة.\nمناسب للمبتدئين، وقد استخدمه إليوت قديمًا للتدريب.,dialogue,,"エリオット,弓",
EL_COMPASS_NEEDLE_4_FLAVOR,ネコの居場所がわかるようになる魔法遺物。\nネコの気配を感じて、そのありかを示してくれる。,أثر سحري يتيح لك معرفة مكان القطط.\nيستشعر وجود القطط ويشير إلى مكانها.,dialogue,,"ネコ,魔法",
EL_M04_E08_1000_M090_NPC1003_01_m,ヒルクの言う魔法とやらが使えるようになれば、\nちょっとはラクになるかもしれねえけどなあ。,لو استطعنا استخدام ما تسميه هيلك بالسحر،\nفربما تصبح حياتنا أسهل قليلاً.,dialogue,,"ヒルク,魔法",
EL_M05_A1MGC_E02_1000_M180_NPC0530_f,このままではいずれ、ヒューリア姫は死に\n加護を失ったすべての人間は滅んでしまうだろう……,إذا استمر الوضع هكذا، ستموت الأميرة هيوريا في النهاية،\nوسيفنى جميع البشر بعد فقدان البركة...,dialogue,,"ヒューリア,加護",
EL_M05_SA1MGC_E02_1000_M280_NPC0080_f,里にはミュー族をよく思わない人たちもいるわ。\nあなたは、ここでマオのそばにいてあげて……,هناك أشخاص في القرية لا ينظرون بعين الرضا لعرق ميو.\nلذا أرجو منك يا إليوت أن تبقى بجانب ماو…,dialogue,,"マオ,ミュー",
EL_M05_SA3MGC_E01_2000_M240_NPC0120_f,蛮族じゃなくて、ミュー族よ。私は彼女を……\nエリオットの知り合いを、見殺しにしたくない。,إنهم ليسوا برابرة، بل ينتمون لعرق ميو. أنا...\nلا أريد أن أترك معارف إليوت يموتون دون مساعدة.,dialogue,,"エリオット,ミュー",
EL_NPC0110_P130_M010_NPC0110_m,ディオナにあんな力があったなんてな……\nおかげで助かった。魔法の力って、本当にすげえよ。,لم أكن أعلم أن ديونا تملك مثل هذه القوة...\nلقد أنقذتنا بفضلها. إن قوة السحر مذهلة حقًا.,dialogue,,"ディオナ,魔法",
EL_NPC4312_P010_M020_NPC4312_m,加護の魔法ってのは、蛮族を近寄らせないようにする\nいわば目に見えない防壁のようなものさ。,سحر البركة هو سور غير مرئي،\nإن جاز التعبير، يمنع البرابرة من الاقتراب.,dialogue,,"魔法,加護",
EL_NPC4400_P030_M010_NPC4400_f,ただ魔力が強く生まれたばかりに、姫様はずっと\n加護の魔法を使わなければなりませんでした。,لمجرد أنها ولدت بقوة سحرية هائلة، كان على الأميرة\nاستخدام سحر البركة طوال الوقت.,dialogue,,"魔法,加護",
