ID,source text,Arabic translation,category,context,notes
EL_M05_SA2MGC_E04_2000_Title,カーターたちを連れて,رفقة كارتر والآخرين,ui,,
EL_M05_SA2MGC_E05_1000_Title,決死の逃亡,فرار يائس,ui,,
EL_M05_SA2MGC_E06_1000_M080_NPC0190_m,ありがとうございました、エリオットさん。\nマオに伝えてください。,شكراً جزيلاً لك يا سيد إليوت.\nيرجى إيصال هذا إلى ماو.,system_message,,
EL_M05_SA2MGC_E06_1000_Title,再会の約束,عهد اللقاء مجدداً,ui,,
EL_M05_SA2MGC_E06_1000,ヒューリックは勝利を宣言する。人々はヒューリックを称え、この人物こそ初代英雄王\nであるとエリオットは確信する,يعلن هيوريك النصر. يشيد الناس بهيوريك، ويتأكد إليوت أن هذا الشخص هو الملك البطل الأول\nبالفعل.,dialogue,,
EL_M05_SA2MGC_E06_2000_M010_NAL000_n,少し前――,قبل قليل――,ui,,
EL_M05_SA2MGC_E06_2000_Title,憎悪の芽生え,نشوء الكراهية,ui,,
EL_M05_SA2MGC_E07_1000_Title,暴走の果てに,في نهاية الهياج,ui,,
EL_M05_SA2MGC_E07_1000,エリオットは不思議な空間に飛ばされる。そこには三賢者のひとり「タドコロ」がいた\nタドコロはエリオットの記憶を読み、「奥義の書Ⅱ」と鍵を与える,"يُنقل إليوت إلى مساحة غامضة حيث يلتقي بـ ""تادوكورو""، أحد الحكماء الثلاثة.\nيقرأ تادوكورو ذكريات إليوت ويعطيه ""كتاب التقنيات السرية 2"" ومفتاحًا.",skill_description,,
EL_M05_SA2MGC_E07_1100_Title,厳重な警備,حراسة مشددة,ui,,
EL_M05_SA2MGC_E07_2000_M080_FYL000_f,イカロスさんも、ヒルデブラントも見あたらないって。\nだから、たぶんマオも……,يقولون إنه لا يوجد أثر للسيد إيكاروس ولا لهيلدبراند.\nلذا، ربما ماو أيضًا...,dialogue,,
EL_M05_SA2MGC_E07_3000_Title,生きていたイカロス,إيكاروس على قيد الحياة,ui,,
EL_M05_SA3MGC_E01_1000_Title,傷ついたマオ,ماو الجريح,ui,,
EL_M05_SA3MGC_E01_2000_M240_NPC0120_f,蛮族じゃなくて、ミュー族よ。私は彼女を……\nエリオットの知り合いを、見殺しにしたくない。,إنهم ليسوا برابرة، بل ينتمون لعرق ميو. أنا...\nلا أريد أن أترك معارف إليوت يموتون دون مساعدة.,dialogue,,
EL_M05_SA3MGC_E01_3000,エリオットはマオの家を訪れる。が、マオの家には誰もおらず、荒らされている\n不穏な空気が漂っている事を感じ、エリオットはマオたちがどこへ消えたのか不審に思う,يزور إليوت منزل ماو. ولكن المنزل فارغ تمامًا وقد تعرض للتخريب.\nيشعر إليوت بأجواء مريبة وينتابه الشك بخصوص المكان الذي اختفت فيه ماو ورفاقها.,dialogue,,
EL_M05_SA3MGC_E02_1000_01,薬師の家へ向かう,التوجه إلى بيت المعالج,ui,,
EL_M05_SA3MGC_E02_1000_Title,懸命な看病,رعاية مخلصة,ui,,
EL_M05_SA3MGC_E03_1000,屋敷を出たエリオットとファウスタ\nファウスタは引き続きヒルデブラントの動向を探る,يغادر إليوت وفاوستا القصر.\nوتستمر فاوستا في مراقبة تحركات هيلدبراند.,dialogue,,
EL_M05_SA3MGC_E04_1000_01,扇サボテンの花を探す,البحث عن زهرة صبار المروحة,ui,,
EL_M05_SA3MGC_E04_1000_02,薬師の家へ向かう,التوجه إلى بيت المعالج,ui,,
EL_M05_SA3MGC_E04_1000_Title,苦しみはまだ止まらず,الألم لم يتوقف بعد,ui,,
EL_M05_SA3MGC_E06_1000_01,マグマワタの葉を探す,البحث عن أوراق قطن الحمم,ui,,
EL_M05_SA3MGC_E06_1000_02,薬師の家へ向かう,التوجه إلى بيت المعالج,ui,,
EL_M05_SA3MGC_E06_1000_Title,苦しみに寄り添って,الوقوف بجانب المتألم,ui,,
EL_M05_SA3MGC_E06_1000,聖剣ライトスタッフを入手し、再び白の賢者の元へ戻った主人公\n奥義を授けるに等しい力があるか、試練を与えられる,بعد الحصول على السيف المقدس عصا الضوء، يعود البطل إلى الحكيم الأبيض مجددًا.\nيخضع لاختبار لمعرفة ما إذا كان يمتلك القوة الكافية لتعلم التقنية السرية.,item_description,,
EL_M05_SA3MGC_E07_1000_01,マオの様子を見にいく,تفقد حال ماو,ui,,
EL_M05_SA3MGC_E07_1000_Title,マオの凶行,اعتداء ماو,ui,,
EL_M05_SA3MGC_E07_1100_Title,消えたマオ,اختفاء ماو,ui,,
EL_M05_SA3MGC_E08_1000_Title,届かぬ希望,أمل بعيد المنال,ui,,
EL_M05_SA3MGC_E09_1000_Title,届かぬ言葉,كلمات لا تصل,ui,,
EL_M05_SA3MGC_E10_1000_Title,異形の魔物,وحش مشوه,ui,,
EL_M06_E01_1000_Title,呪いを解くために,لفك اللعنة,ui,,
EL_M06_E01_2000_Title,聖剣を携えて,حاملاً السيف المقدس,ui,,
EL_M06_E02_1000_Title,不気味な叫び,صرخة مخيفة,ui,,
EL_M06_E02_2000_Title,魔獣の叫び,صرخة الوحش السحري,ui,,
EL_M06_E03_1000_Title,呪いの術者,مشعوذ اللعنة,ui,,
EL_M06_E03_2000_Title,憎悪の魔獣,وحش الكراهية السحري,ui,,
EL_M06_E04_0100_Title,術者の猛攻,هجوم الساحر العنيف,ui,,
EL_M06_E04_0100,バケネコに対してダメージを与え続けるエリオット\nバケネコはさらに魔力を強める,يستمر إليوت في إلحاق الضرر بالقطة الوحشية.\nتزيد القطة الوحشية من قوتها السحرية أكثر.,skill_description,,
EL_M06_E04_1000_Title,討伐の果てに,بعد القضاء على الوحش,ui,,
EL_M06_E04_1000,バケネコを倒した主人公。一体何者だったのか？と疑問は残るものの、目的は達成した\n主人公は急いで城に戻る,البطل يهزم القطة الوحشية. على الرغم من بقاء تساؤل حول هويتها الحقيقية،إلا أن الهدف قد تحقق.\nيعود البطل مسرعًا إلى القلعة.,menu,,FIT-CHECK [short_arabic: هزيمة القطة الوحشية وتحقيق الهدف والعودة للقلعة.]
EL_M06_E04_4000_M020_PCM000_m,ヒューリアが目覚めない今……\n加護の魔法は、ほとんど失われてしまった。,بما أن هيوريا لم تستيقظ بعد...\nفقد فُقد سحر البركة بالكامل تقريبًا.,dialogue,,
EL_M06_E05_0100_M050_PCM000_m,それは――,هذا هو――,ui,,
EL_M06_E05_0100_Title,怒れる魔獣,الوحش السحري الغاضب,ui,,
EL_M06_E05_1000_Title,千年で一番の冒険家,أعظم مغامر في ألف عام,ui,,
EL_M06_E05_1000,三賢者に教わった通り、「奥義：魔封剣」でバケネコを封印する\n姫に掛かっていた呪いは解け、イヤリングから姫の通信が入る,"كما علمه الحكماء الثلاثة، يقوم بختم القطة الوحشية باستخدام ""التقنية السرية: سيف ختم الشياطين"".\nتُفك اللعنة عن الأميرة،ويتلقى اتصالاً منها عبر القرط.",dialogue,,
EL_M06_E06_0500_M010_NAL000_n,一方、その頃――,وفي هذه الأثناء――,ui,,
EL_M06_E06_1000_Title,時を越えた再会,لقاء يتجاوز الزمن,ui,,
EL_M06_E06_2000_M040_PCM000_m,なぜその名前を――,لماذا هذا الاسم――,ui,,
EL_M06_E07_1000,王に謁見する主人公。王の昔話からカータを保護した際に一緒にいた赤ん坊に「エリオット」\nと名づけたのだという。つまりカーターがエリオットの父親である事、マオは自分の母親であることも判明。困惑するエリオットはそれならば墓もなくなっているはずだ、とエルダーツリーの下にあった墓へ向かうことにする,يقابل البطل الملك. ومن قصة الملك القديمة، يتضح أنه أطلق اسم «إليوت»\nعلى الطفل الرضيع الذي كان برفقة كارتر عند إنقاذه. وهذا يعني أن كارتر هو والد إليوت، وأن ماو هي والدته. يقع إليوت في حيرة من أمره، ويقرر الذهاب إلى القبر الذي كان تحت شجرة إيلدر، ظنًا منه أنه لا بد أن يكون قد اختفى الآن.,dialogue,,
EL_M06_E07_2000_M100_NPC0030_m,あの赤子は――,ذلك الرضيع هو――,ui,,
EL_M06_E08_2000_M220_NPC0020_m,ヒューリア様の加護の魔法がなくなれば、\n人間は滅びの道を歩むしかない……,إذا تلاشى سحر البركة الخاص بالسيدة هيوريا،\nفلن يكون أمام البشر سوى طريق الفناء...,dialogue,,
EL_M06_E08_2000,主人公とカーターが王座の間に集まる\n母親であるマオを助けたいと宣言。カーターも未来への逃避の旅でマオとあっていたという,يجتمع البطل وكارتر في قاعة العرش.\nويعلن البطل عن رغبته في إنقاذ والدته ماو. ويذكر كارتر أنه التقى بماو أيضًا خلال رحلة هروبه إلى المستقبل.,dialogue,,
EL_M06_E08_4000_M070_PCM000_m,強い憎しみを抱えたミュー族は、魔力が暴走して\n憎悪の魔獣という化け物になってしまうらしい。,يقال إن أفراد عرق ميو الذين يحملون كراهية شديدة تفيض قواهم السحرية\nويتحولون إلى وحوش ضارية تُعرف بوحوش الكراهية السحرية.,dialogue,,
EL_M06_E08_4000_M080_PCM000_m,北の白楼でヒューリアを――いや、すべての人間を\n呪っているのは、魔獣と化したマオだ。,الشخص الذي يلعن هيوريا — بل البشرية جمعاء — في البرج الأبيض الشمالي\nهي ماو التي تحولت إلى وحش سحري.,dialogue,,
EL_M06_E09_1000_Title,ヒューリア姫への誓い,القسم للأميرة هيوريا,ui,,
EL_M06_E10_1000,カータに姫の私室から持ってきたペンダントを見せる\nマオのペンダントであることにカーターが驚く。これを見せれば心を取り戻すきっかけになるのではないかと憶測。これを持ってバケネコと対峙することを決意する,يعرض على كارتر القلادة التي أحضرها من غرفة الأميرة الخاصة.\nيتفاجأ كارتر بأنها قلادة ماو. ويتوقع أن عرضها قد يساعدها على استعادة صوابها. ويقرر أخذها لمواجهة القطة الوحشية.,dialogue,,
EL_M06_E11_0500_Summary,マオを救うため、北の白楼へたどり着いたエリオット。\n必ず助けるという覚悟を決めて、先へと進む。,يصل إليوت إلى البرج الأبيض الشمالي لإنقاذ ماو.\nيمضي قدمًا وهو عازم على إنقاذها مهما كلف الأمر.,dialogue,,
EL_M06_E11_0500_Title,マオを救うために,من أجل إنقاذ ماو,ui,,
EL_M06_E11_1000_01,マオを救う,إنقاذ ماو,ui,,
EL_M06_E11_1000_02,マオを救う,إنقاذ ماو,ui,,
EL_M06_E11_1000_Summary,北の白楼の最深部からマオのうめき声が聞こえる。\n苦しそうなマオの叫びに、エリオットは胸を痛める。,سُمع أنين ماو من أعماق البرج الأبيض الشمالي.\nيتحسر قلب إليوت لسماع صراخ ماو المتألم.,dialogue,,
EL_M06_E11_1000_Title,マオの叫び,صرخة ماو,ui,,
EL_M06_E12_1000_01,マオを救う,إنقاذ ماو,ui,,
EL_M06_E12_1000_02,マオを救う,إنقاذ ماو,ui,,
EL_M06_E12_1000_M270_PCM000_m,月鏡の盾には、マオの魔力がこめられてる。\nそしてペンダントには、リュドミラさんの魔力が……,درع مرآة القمر يحتوي على سحر ماو.\nبينما القلادة تحتوي على سحر السيدة ليودميلا...,dialogue,,
EL_M06_E12_1000_Title,よみがえる記憶,ذكريات تستيقظ,ui,,
EL_M06_E13_3000_Title,フェイの本当の使命,مهمة فاي الحقيقية,ui,,
EL_M06_E13_5000_M210_NPC0020_m,……いや、マオさんたちが住む家を用意しないと！\nそれから、民にミュー族のことを説明する準備も！,...بل يجب علينا تجهيز منزل لتعيش فيه ماو ورفاقها!\nوأيضًا التحضير لشرح أمر عرق ميو لعامة الشعب!,dialogue,,
EL_M06_E13_6000_M150_PCM000_m,それは――,هذا هو――,ui,,
EL_M06_E14_1000_Title,神獣たちの伝説,أسطورة الوحوش المقدسة,ui,,
EL_M06_E17_1000_M090_NPC0510_m,実は――,في الحقيقة――,ui,,
EL_M06_E17_2000_M200_PCM000_m,ユイジーヌ、加護の魔法の仕組みを利用して\nみんなの魔力を集められないかな？,يا يوجين، ألا يمكننا استخدام آلية سحر البركة\nلجمع القوة السحرية للجميع؟,dialogue,,
EL_M06_E17_2000_M210_NPC0020_m,そうか！\n加護の魔法は祈りの間から城壁に伝わっている。,فهمت!\nينتقل سحر البركة من قاعة الصلاة إلى الأسوار.,dialogue,,
EL_M06_E18_1000_Title,ヒューリア姫の想い,مشاعر الأميرة هيوريا,ui,,
EL_M06_E18_1100_Title,ユイジーヌの友情,صداقة يوجين,ui,,
EL_M06_E18_1200_Summary,決戦を前に、レイカのもとに寄ったエリオット。\n育ての親であるレイカから、激励の言葉を受ける。,يزور إليوت رايكا قبل المعركة الحاسمة.\nويتلقى كلمات التشجيع من رايكا، التي قامت بتربيته.,dialogue,,
EL_M06_E18_1200_Title,レイカの信頼,ثقة رايكا,ui,,
EL_M06_E18_1300_Title,イチルの夢,حلم إيتشيرو,ui,,
EL_M06_E18_1400_M050_NPC4229_m,魔石とは、ミュー族が生み出した奇跡……\n叡智たる魔法の賜物だ。,حجر السحر معجزة ابتكرها عرق ميو…\nإنها هبة من السحر المليء بالحكمة.,item_description,,
EL_M06_E19_1000_Title,破滅の予兆,نذير الدمار,ui,,
EL_M06_E20_1000_M010_NAL000_n,一方、その頃――,وفي هذه الأثناء――,ui,,
EL_M06_E20_1000_Title,受け入れられない現実,واقع لا يمكن قبوله,ui,,
EL_M06_E21_1000_Title,ミュー族と人間の共闘,قتال شعب ميو والبشر معاً,ui,,
EL_M06_E22_1000_M020_C01_02_PCM000_m,少し準備をさせてくれ,دعني أستعد قليلاً,ui,,
EL_M06_E22_1000_M020_C01_03_PCM000_m,一度、街に戻ろう,فلنعد إلى المدينة أولاً,ui,,
EL_M06_E22_2000_Title,クレイドルの目覚め,استيقاظ كرايدل,ui,,
EL_M06_E23_1000_M110_PCM000_m,約束する。必ず戻るよ。\n俺は冒険家として、依頼をまっとうする。,أعدك بأنني سأعود.\nبصفتي مغامرًا، سأنجز هذه المهمة على أكمل وجه.,quest_description,,
EL_M06_E23_1000_Title,ディマイズとの決戦,المعركة الحاسمة ضد ديمايز,ui,,FIT-CHECK
EL_M06_E24_1100_M103_FYL000_f,エリオット,إليوت,ui,,
EL_M06_E24_1100_Title,フェイが選んだ道,الطريق الذي اختارته فاي,ui,,
EL_M06_E24_5000_Title,たどり着いた未来,المستقبل الذي وصلنا إليه,ui,,
EL_M06_E25_1100_M030_NPC0010_f,自分の足で歩いて、依頼をこなす……\nこれが冒険家のお仕事なのね。,السير على الأقدام، وإنجاز الطلبات…\nهذا هو عمل المغامرين حقًا.,quest_description,,
EL_M06_E25_1100_Title,妖精と姫のないしょ話,حديث الجنية والأميرة السري,ui,,FIT-CHECK
EL_M06_E26_1000_M050_FYL000_f,マオとカーターに聞いたの。\n今日はエリオットの誕生日なんだって！,لقد سمعت من ماو وكارتر.\nأن اليوم هو يوم ميلاد إليوت!,dialogue,,
EL_M06_E26_1000_M250_PCM000_m,ヒューリアが街の外へ！？\n加護の魔法は……？,هيوريا خارج المدينة؟! \nماذا عن سحر البركة...؟,dialogue,,
EL_MAGICSTONE_BOMB_03_NAME,自爆耐性,مقاومة الانفجار الذاتي,ui,,
EL_MAGICSTONE_BOMB_04_NAME,巨大化,التضخيم,ui,,
EL_MAGICSTONE_BOMB_05_NAME,熟成爆弾,قنبلة معتقة,ui,,
EL_MAGICSTONE_BOMB_06_NAME,業炎,نار الجحيم,ui,,
EL_MAGICSTONE_BOMB_07_NAME,ゴム爆弾,قنبلة مطاطية,ui,,
EL_MAGICSTONE_BOMB_08_NAME,フリージングボム,قنبلة التجميد,ui,,
EL_MAGICSTONE_BOMB_09_NAME,キル＆テイク,القتل والسلب,ui,,
EL_MAGICSTONE_BOMB_10_NAME,ボムマスター,سيد القنابل,ui,,
EL_MAGICSTONE_BOMB_12_NAME,ボムキャリアー,حامل القنابل,ui,,
EL_MAGICSTONE_BOMB_13_NAME,セーフキャリアー,الحامل الآمن,ui,,
EL_MAGICSTONE_BOMB_14_NAME,花火玉,مفرقعات نارية,ui,,
EL_MAGICSTONE_BOMB_15_NAME,ウェポンシフト・設置,تبديل السلاح: زرع,ui,,
EL_MAGICSTONE_BOOMERANG_02_DESCRIPTION,"""・<img id=""""RI_ICON_WPN_BOOMERANG""""/>による\n　クリティカル発生時のダメージが{Num:1}％上昇""","""・يزداد الضرر الناتج عن الضربات الحرجة\n بواسطة <img id=""""RI_ICON_WPN_BOOMERANG""""/> بنسبة {Num:1}٪""",item_description,,
EL_MAGICSTONE_BOOMERANG_04_NAME,エレキブーメラン,البوميرانج الكهربائي,ui,,
EL_MAGICSTONE_BOOMERANG_05_NAME,ヒットカウント,عدد الضربات,ui,,
EL_MAGICSTONE_BOOMERANG_06_NAME,ビッグワン,الضربة الكبرى,ui,,
EL_MAGICSTONE_BOOMERANG_07_DESCRIPTION,"""・気絶中の敵に対し、\n　<img id=""""RI_ICON_WPN_BOOMERANG""""/>のクリティカル発生率が{Num:1}％上昇""","""・ضد الأعداء المغشي عليهم،\n tزداد نسبة حدوث الضربة الحرجة لـ <img id=""""RI_ICON_WPN_BOOMERANG""""/> بنسبة {Num:1}٪""",item_description,,
EL_MAGICSTONE_BOOMERANG_07_NAME,気絶特効,فعالية ضد الإغماء,ui,,
EL_MAGICSTONE_BOOMERANG_08_NAME,サテライト,تابع,ui,,
EL_MAGICSTONE_BOOMERANG_09_NAME,リスキースロー,رمية خطرة,ui,,
EL_MAGICSTONE_BOOMERANG_10_NAME,エクストラスロー,رمية إضافية,ui,,
EL_MAGICSTONE_BOOMERANG_12_NAME,遠投,رمية بعيدة,ui,,
EL_MAGICSTONE_BOOMERANG_13_DESCRIPTION,"""・<img id=""""RI_ICON_WPN_BOOMERANG""""/>の飛行中、\n　他の武器のクリティカル発生率が{Num:1}％上昇""","""・أثناء تحليق <img id=""""RI_ICON_WPN_BOOMERANG""""/>،\n تزداد نسبة حدوث الضربة الحرجة للأسلحة الأخرى بنسبة {Num:1}٪""",item_description,,
EL_MAGICSTONE_BOOMERANG_13_NAME,ウェポンシフト・滞空,تبديل السلاح: تحليق,ui,,
EL_MAGICSTONE_BOOMERANG_14_NAME,撃ち落とし,إسقاط,ui,,
EL_MAGICSTONE_BOOMERANG_15_NAME,パルススロー,رمية النبض,ui,,
EL_MAGICSTONE_BOW_04_NAME,ファイアショット,طلقة نارية,ui,,
EL_MAGICSTONE_BOW_05_NAME,ペネトレートアロー,سهم مخترق,ui,,
EL_MAGICSTONE_BOW_06_NAME,リサイクル,إعادة تدوير,ui,,
EL_MAGICSTONE_BOW_07_NAME,マジカルホーミング,تعقب سحري,ui,,
EL_MAGICSTONE_BOW_08_DESCRIPTION,"""・矢の所持数が{Num:1}本以下の時、\n　<img id=""""RI_ICON_WPN_BOW""""/>の攻撃で必ずクリティカルが発生""","""・عندما يكون عدد السهام المتبقية {Num:1} أو أقل،\n يتسبب هجوم <img id=""""RI_ICON_WPN_BOW""""/> بضربة حرجة مؤكدة دائمًا""",item_description,,
EL_MAGICSTONE_BOW_08_NAME,フィニッシュアロー,سهم القضاء,ui,,
EL_MAGICSTONE_BOW_09_NAME,連鎖の矢,السهم المتسلسل,ui,,
EL_MAGICSTONE_BOW_10_NAME,ダブルショット,طلقة مزدوجة,ui,,
EL_MAGICSTONE_BOW_13_DESCRIPTION,"""・<img id=""""RI_ICON_WPN_BOW""""/>の必殺技のダメージが{Num:1}％上昇\n・<img id=""""RI_ICON_WPN_BOW""""/>のチャージ中、移動できない""","""・يزداد ضرر هجوم القوة لـ <img id=""""RI_ICON_WPN_BOW""""/> بنسبة {Num:1}٪\n・لا يمكن التحرك أثناء شحن <img id=""""RI_ICON_WPN_BOW""""/>""",item_description,,
EL_MAGICSTONE_BOW_13_NAME,不動の構え,وضعية الثبات,ui,,
EL_MAGICSTONE_BOW_14_NAME,ソウルレーザー,ليزر الروح,ui,,
EL_MAGICSTONE_BOW_15_NAME,エクスプロージョン,الانفجار,ui,,
EL_MAGICSTONE_CHAIN_04_NAME,束縛,تقييد,ui,,
EL_MAGICSTONE_CHAIN_05_NAME,足さばき,حركة القدمين,ui,,
EL_MAGICSTONE_CHAIN_06_NAME,ラッシュチェーン,اندفاع السلسلة,ui,,
EL_MAGICSTONE_CHAIN_07_NAME,乾坤一擲,ضربة الحسم,ui,,
EL_MAGICSTONE_CHAIN_08_DESCRIPTION,"""・<img id=""""RI_ICON_WPN_CHAIN""""/>のチャージ中、前方に多数の火の玉が発生\n・火の玉にヒットした敵は{Num:1}％で炎上""","""・أثناء شحن <img id=""""RI_ICON_WPN_CHAIN""""/>، تظهر كرات نارية عديدة في الأمام\n・الأعداء الذين تصيبهم الكرات النارية يحترقون بنسبة احتمال {Num:1}٪""",item_description,,
EL_MAGICSTONE_CHAIN_08_NAME,炎舞,رقصة اللهب,ui,,
EL_MAGICSTONE_CHAIN_09_NAME,状態異常特効,فتك بالمعتلين,ui,,
EL_MAGICSTONE_CHAIN_10_NAME,心眼,البصيرة,ui,,
EL_MAGICSTONE_CHAIN_12_NAME,双撃の振り,أرجحة مزدوجة,ui,,
EL_MAGICSTONE_CHAIN_13_NAME,凍結の振り,أرجحة التجميد,ui,,
EL_MAGICSTONE_CHAIN_14_NAME,貫通の神髄,جوهر الاختراق,ui,,
EL_MAGICSTONE_CHAIN_15_NAME,救命の構え,وضعية إنقاذ الحياة,ui,,
EL_MAGICSTONE_HAMMER_04_NAME,ノックアウト,الضربة القاضية,ui,,
EL_MAGICSTONE_HAMMER_05_NAME,ノックバック強化,تعزيز الارتداد,ui,,
EL_MAGICSTONE_HAMMER_06_NAME,気絶強化,تعزيز الإغماء,ui,,
EL_MAGICSTONE_HAMMER_07_DESCRIPTION,"""・<img id=""""RI_ICON_WPN_HAMMER""""/>のチャージ中、ダメージを受けた際の\n　ノックバック距離が{Num:1}％減少""","""・أثناء شحن <img id=""""RI_ICON_WPN_HAMMER""""/>، تقل مسافة الارتداد\n عند تلقي الضرر بنسبة {Num:1}٪""",item_description,,
EL_MAGICSTONE_HAMMER_07_NAME,ふんばり,الثبات,ui,,
EL_MAGICSTONE_HAMMER_08_NAME,ふっとばし,إطاحة,ui,,
EL_MAGICSTONE_HAMMER_09_NAME,地ならし,تسوية الأرض,ui,,
EL_MAGICSTONE_HAMMER_10_DESCRIPTION,"""・<img id=""""RI_ICON_WPN_HAMMER""""/>の必殺技ヒット時、必ずクリティカルが発生\n・<img id=""""RI_ICON_WPN_HAMMER""""/>のチャージ時間が{Num:1}％延長""","""・عند إصابة ضربة قاضية بـ <img id=""""RI_ICON_WPN_HAMMER""""/>، ستحدث دائمًا ضربة حرجة\n・يزداد وقت شحن <img id=""""RI_ICON_WPN_HAMMER""""/> بنسبة {Num:1}٪""",item_description,,
EL_MAGICSTONE_HAMMER_10_NAME,全身全霊,القوة الكاملة,ui,,
EL_MAGICSTONE_HAMMER_12_NAME,ワイドインパクト,تأثير واسع,ui,,
EL_MAGICSTONE_HAMMER_13_NAME,爆砕,سحق متفجر,ui,,
EL_MAGICSTONE_HAMMER_14_NAME,雷光の槌,مطرقة البرق,ui,,
EL_MAGICSTONE_HAMMER_15_DESCRIPTION,"""・<img id=""""RI_ICON_WPN_HAMMER""""/>のチャージ中にダメージを受けると、\n　その直後の必殺技のダメージが{Num:1}％上昇""","""・إذا تلقيت ضررًا أثناء شحن <img id=""""RI_ICON_WPN_HAMMER""""/>،\n سيزداد ضرر الهجوم القاضي التالي مباشرة بنسبة {Num:1}٪""",item_description,,
EL_MAGICSTONE_HAMMER_15_NAME,逆襲撃,ضربة مضادة,ui,,
EL_MAGICSTONE_SPEAR_04_NAME,炎の突進,اندفاع ناري,ui,,
EL_MAGICSTONE_SPEAR_05_NAME,スピアシフト・伸槍,تبديل الرمح: تمديد,ui,,
EL_MAGICSTONE_SPEAR_06_NAME,猪突猛進,اندفاع متهور,ui,,
EL_MAGICSTONE_SPEAR_07_DESCRIPTION,"""・<img id=""""RI_ICON_LIFE_FULL""""/>が{Num:1}％以上の時、\n　<img id=""""RI_ICON_WPN_SPEAR""""/>のクリティカル発生率が{Num:2}％上昇""","""・عندما تكون <img id=""""RI_ICON_LIFE_FULL""""/> بنسبة {Num:1}٪ أو أكثر،\n تزداد نسبة حدوث الضربة الحرجة لـ <img id=""""RI_ICON_WPN_SPEAR""""/> بنسبة {Num:2}٪""",item_description,,
EL_MAGICSTONE_SPEAR_07_NAME,意気衝天,حماس متقد,ui,,
EL_MAGICSTONE_SPEAR_08_DESCRIPTION,"""・体力が{Num:1}％以上の敵に対し、\n　<img id=""""RI_ICON_WPN_SPEAR""""/>のダメージが{Num:2}％上昇""","""・ضد الأعداء الذين لديهم نقاط صحة بنسبة {Num:1}٪ أو أكثر،\n يزداد ضرر <img id=""""RI_ICON_WPN_SPEAR""""/> بنسبة {Num:2}٪""",item_description,,
EL_MAGICSTONE_SPEAR_08_NAME,先手必勝,الضربة الاستباقية,ui,,
EL_MAGICSTONE_SPEAR_09_DESCRIPTION,"""・他の武器を使用後のわずかな間、\n　<img id=""""RI_ICON_WPN_SPEAR""""/>のチャージ時間が{Num:1}％短縮し、\n　チャージ中の移動速度が{Num:2}％上昇""","""・لفترة وجيزة بعد استخدام أسلحة أخرى،\n يقل وقت شحن <img id=""""RI_ICON_WPN_SPEAR""""/> بنسبة {Num:1}٪،\n وتزداد سرعة الحركة أثناء الشحن بنسبة {Num:2}٪""",item_description,,
EL_MAGICSTONE_SPEAR_09_NAME,スピアシフト・集中,تبديل الرمح: تركيز,ui,,
EL_MAGICSTONE_SPEAR_10_NAME,三頭竜,تنين ثلاثي الرؤوس,ui,,
EL_MAGICSTONE_SPEAR_12_NAME,飛燕突き,طعنة السنونو الطائر,ui,,
EL_MAGICSTONE_SPEAR_13_DESCRIPTION,"""・<img id=""""RI_ICON_WPN_SPEAR""""/>を使用後のわずかな間、\n　他の武器のチャージ時間が{Num:1}％短縮し、\n　チャージ中の移動速度が{Num:2}％上昇""","""・لفترة وجيزة بعد استخدام <img id=""""RI_ICON_WPN_SPEAR""""/>،\n يقل وقت شحن الأسلحة الأخرى بنسبة {Num:1}٪،\n وتزداد سرعة الحركة أثناء الشحن بنسبة {Num:2}٪""",item_description,,
EL_MAGICSTONE_SPEAR_13_NAME,ウェポンシフト・集中,تبديل السلاح: تركيز,ui,,
EL_MAGICSTONE_SPEAR_14_NAME,ウェポンシフト・剛力,تبديل السلاح: بأس شديد,ui,,
EL_MAGICSTONE_SPEAR_15_NAME,マジックスピア,الرمح السحري,ui,,
EL_MAGICSTONE_SWORD_04_DESCRIPTION_2,"""・<img id=""""RI_ICON_WPN_SWORD""""/>の攻撃ヒット時、盾の耐久力が少し回復""","""・عند إصابة هجوم بـ <img id=""""RI_ICON_WPN_SWORD""""/>،تستعاد متانة الدرع قليلاً""",item_description,,
EL_MAGICSTONE_SWORD_04_DESCRIPTION_3,"""・<img id=""""RI_ICON_WPN_SWORD""""/>の攻撃ヒット時、盾の耐久力がかなり回復""","""・عند إصابة هجوم بـ <img id=""""RI_ICON_WPN_SWORD""""/>،تستعاد متانة الدرع بمقدار كبير""",item_description,,
EL_MAGICSTONE_SWORD_04_DESCRIPTION,"""・<img id=""""RI_ICON_WPN_SWORD""""/>の攻撃ヒット時、盾の耐久力がわずかに回復""","""・عند إصابة هجوم بـ <img id=""""RI_ICON_WPN_SWORD""""/>، تستعاد متانة الدرع بمقدار ضئيل""",item_description,,
EL_MAGICSTONE_SWORD_04_NAME,盾修復,إصلاح الدرع,ui,,
EL_MAGICSTONE_SWORD_05_NAME,ワイドブレード,نصل عريض,ui,,
EL_MAGICSTONE_SWORD_06_DESCRIPTION,"""・体力が{Num:1}％以下の敵に対し、\n　<img id=""""RI_ICON_WPN_SWORD""""/>のダメージが{Num:2}％上昇""","""・ضد الأعداء الذين لديهم نقاط صحة بنسبة {Num:1}٪ أو أقل،\n يزداد ضرر <img id=""""RI_ICON_WPN_SWORD""""/> بنسبة {Num:2}٪""",item_description,,
EL_MAGICSTONE_SWORD_06_NAME,フィニッシャー,الضربة القاضية,ui,,
