key,source,target
StoryText/M03_E11_1100_M150_NPC0150_f,"تفضل بزيارتنا متى شئت.
سنرحب بك في المرة القادمة بصفتك ضيفًا.",
StoryText/M05_E06_1000_M140_NPC0080_f,"تعالَ لزيارتنا في البيت مرةً أخرى.
ستسعد ابنتي وزوجي بذلك.",
StoryText/S04_N24_1000_M090_NPC4200_00_m,"مرة أخرى؟!
سأخصمه من راتبك.",
StoryText/M04_E04_1000_M130_NPC0060_f,"لم أكن أظنّ أنّني سأحظى
بحياةٍ سعيدةٍ كهذه مجدّدًا...",
StoryText/G01_N03_1000_M110_FYL000_f,"لنفعلها ثانيةً يا إليوت!
لنلعب كثيرًا!",
StoryText/M04_E08_1000_M150_NPC1003_01_m,"أهذيان هيلك من جديد؟
كفى هذا الهراء!",
StoryText/M03_E01_1000_M160_PCM000_m,سعدتُ بلقائك مجدداً يا هيوريك.,
StoryText/M06_E14_1000_M010_NPC0520_m,التقينا مجدّدًا أيّها المغامر إليوت.,
StoryText/M05_A2MGC_E02_1000_M150_NPC0160_m,إن طرأ أمر آخر فسأعتمد عليك.,
StoryText/M06_E12_1000_M260_FYL000_f,أضاءت مجدّدًا! كيف!؟,
StoryText/S03_N12_6100_M030_NPC0110_m,هل أذهب خارج القرية مرة أخرى لأجمعها!,
StoryText/M05_SA1MGC_E01_1000_M260_PCM000_m,"سأعود مجددًا.
كوني مطيعة مع أبيك وأمك، اتفقنا؟",
StoryText/M02_E05_3000_M680_FYL000_f,"إذا متَّ مجددًا، فسأعيدك إلى الحياة!
لكن في المقابل، عليك إعطائي شيئًا براقًا كشكر!",
StoryText/S03_N12_9000_M220_NPC0120_f,"قلتَها مجدداً!؟
ما هذا! بينما أتحدّث بصدق هكذا—",
StoryText/S03_N34_5000_M040_FYL000_f,لقد هربوا مجددًا!,
StoryText/M05_A3MGC_E01_3000_M030_PCM000_m,ما زال عددهم كبيرًا هكذا...!,
StoryText/M05_SA3MGC_E01_3000_M030_NPC3219_m,"لا يمكنني الجزم بشيء بعد،
لكنني سأبذل كل ما في وسعي.",
StoryText/M05_A2MGC_E04_1000_M030_NPC2321_01_f,لا يزال في الداخل جرحى!,
StoryText/M05_SA2MGC_E07_2100_M030_NPC2321_01_f,ما زال هناك جرحى في الداخل!,
StoryText/S02_N22_1000_M080_NPC0150_f,"ما زال لديّ عمل على وحدات أخرى،
ولو أُصبت بأذى، لكان موقفًا عصيبًا.",
StoryText/S04_N30_5000_M060_NPC0240_f,"حين كنتُ صبيّة لم أزل في العقد الثاني،
وقعتُ في حبّ أحد رفاقي.",
StoryText/M05_A2MGC_E01_1000_M060_NPC0150_f,"لم يُحدَّد السبب بعد.
فهيلدبراند لا يريد أن يكشف التفاصيل…",
StoryText/M01_E07_3100_M020_NPC4330_00_m,"يبدو أن هناك شخصًا آخر في الداخل.
أنا بخير الآن، لذا أرجوك اذهب وساعده.",
StoryText/M03_E10_2000_M020_PCM000_m,"قد يكون رفاقهم لا يزالون قريبين.
هل أنتِ بخير يا ماو؟",
StoryText/M05_SA3MGC_E06_1000_M340_PCM000_m,"يبدو أن الأمر سيستغرق وقتًا بعد.
لندع الباقي للطبيب ومن معه.",
StoryText/S01_N25_3500_M140_NPC0080_f,"فهو ما زال ساخناً، ولذا يجب أن نُبرّد
حصة القطة قليلاً بعد.",
StoryText/M06_E13_6000_M250_FYL000_f,"قال إنّ المملكة لم تُنقَذ بعد.
وإن بقي الحال هكذا فستهلك حتمًا……",
StoryText/S04_N08_1000_M040_NPC0020_m,"لأنني كنت أؤمن أن مفتاح حلّ المشكلة
يكمن في كتابٍ لم أقرأه بعد.",
StoryText/M01_E08_1000_M120_PCM000_m,"ربما لا يزال هناك مفقودون آخرون.
دعينا نبحث في أعماق الأطلال.",
StoryText/S01_N19_1000_M140_PCM000_m,أتقصد أنك ما زلتَ غير قادر على تقبّل السحر؟,
StoryText/S04_N02_2000_M110_NPC0240_f,يا للعجب، أيّ فمٍ ينطق بهذا.,
StoryText/M05_A3MGC_E01_1000_M490_NPC0110_m,"إنّك طيّب القلب حقًّا.
لكنّي سعيد بذلك.",
StoryText/S02_N17_1000_M060_NPC0060_f,"يا إلهي حقاً…
انظر، لقد أحرجتَ إليوت.",
StoryText/M06_E18_1100_M160_NPC0020_m,حقًّا لا أقوى على مجاراتك.,
StoryText/M02_E08_1000_M120_NPC4389_m,"يا لها من طفلة حقًا.
لا يمكن لأخينا أن يموت أبدًا.",
StoryText/M06_E20_1000_M170_NPC4000_00_m,"وكأنّنا في عالم الحكايات الخرافية.
أليس الملك مخدوعًا بقبيلة ميو؟",
StoryText/M05_SA2MGC_E04_1000_M020_FYL000_f,"يبدو وكأنه يحرس الكوخ.
هل تُرى كارتر وعائلته بالداخل؟",
StoryText/S01_N19_3000_M060_PCM000_m,"بدوا وكأنهم فقدوا صوابهم.
هل أقول إنهم تحوّلوا إلى وحوش هائجة...",
StoryText/M02_E10_1000_M060_FYL000_f,"ربما إذا قمنا بتلميعه سيصبح براقًا
وتظهر منه قوة مذهلة!",
StoryText/M05_SA1MGC_E01_0500_M020_NPC0050_f,"انظري يا أمي!
هل تليق بي؟",
StoryText/M06_E26_1000_M130_PCM000_m,يا جماعة…,
StoryText/M05_SA3MGC_E01_2000_M270_NPC0120_f,"شكرًا لكم جميعًا.
حسنًا، لننقلها فورًا إلى الطبيب.",
StoryText/M02_E06_1000_M270_FYL000_f,"يا لكم من محظوظين.
فلديكما شخص تتحدثان معه...",
StoryText/S03_N28_7000_M230_FYL000_f,الجميع يرتسم على وجوههم تعبيرٌ رائع.,
StoryText/S04_N35_3000_M180_PCM000_m,عدت إليكم جميعًا.,
StoryText/S04_N30_3000_M060_NPC0240_f,يا أطفال، لقد أحضر إليوت الزهرة!,
StoryText/M05_E07_1000_M060_PCM000_m,لقد أصبح الجميع أكثر بهجة مما كانوا عليه من قبل.,
StoryText/M05_A1MGC_E01_1000_M320_PCM000_m,"الجميع قلقون من التغيير الجديد.
البشر فيهم هذا الطبع...",
StoryText/S03_N28_7000_M180_NPC0110_m,"يا جماعة، شكرًا لكم من كل قلبي!
ومن الآن فصاعدًا أيضًا، بتضافر قوى كل من هنا…",
StoryText/S01_N25_5000_M140_NPC0090_m,"كان الجميع يكافحون يومياً لمجرد البقاء…
فلا يملكون رفاهية الالتفات إلى أرواح الآخرين.",
StoryText/M05_SA3MGC_E01_2000_M180_PCM000_m,"أتفهّم قلقكم جميعًا……
لكن قبيلة ميو لا تختلف عنّا.",
StoryText/M06_E21_1000_M280_NPC4020_00_m,لنحمِ هذا الوطن جميعًا مع قبيلة ميو!,
StoryText/M05_A3MGC_E01_1000_M130_NPC0110_m,"لنردّ البرابرة جميعًا!
إن وحّدنا قوانا، فسننجح حتمًا!",
StoryText/M06_E25_1000_M130_FYL000_f,"أتحدّث مع الجميع، وأضحك وألعب…
أشعر أنني صرتُ رفيقةً حقيقية!",
StoryText/M05_A3MGC_E02_1000_M240_FYL000_f,لقد توحّدت قلوب الجميع!,
StoryText/M06_E13_1110_M020_PCM000_m,"أصغِ إلى كلمات الجميع……
اعرض عليها رحلة الألف عامٍ التي خضتَها……",
StoryText/M05_A3MGC_E01_1000_M180_NPC0110_m,"ادفعوا أنتم جميعًا أعداء الشمال بكلّ قوّتكم.
إن اجتمعنا كلّنا عند البوّابة وقاتلنا، فسنردّهم حتمًا.",
StoryText/M05_A3MGC_E01_1000_M280_NPC0140_m,"أنتم تعلمون، أليس كذلك؟
بسبب أسلافه هلك عصر السحر!",
StoryText/M05_A3MGC_E01_2000_M400_NPC0110_m,"ليست قيادة الناس من طبعي.
لكنّي أريد قطعًا أن أحمي من أعزّهم… أن أحمي هذه القرية.",
StoryText/M06_E13_5000_M180_PCM000_m,جميعنا معًا.,
StoryText/S03_N28_1000_M220_NPC3300_00_m,"تعرفون جميعًا، أليس كذلك؟
إنه شخص مرحٌ لا حدود لمرحه.",
StoryText/M05_A3MGC_E04_1000_M030_NPC0120_f,"لقد أُصبتم جميعًا وأنتم تحمونني...
أنا من ينبغي أن تعتذر.",
StoryText/M05_SA3MGC_E07_1100_M030_NPC0120_f,"لقد جُرحتم جميعًا وأنتم تحمونني……
أنا من ينبغي أن تعتذر.",
StoryText/M05_A3MGC_E01_1000_M010_NPC0110_m,"أصغوا إليّ جميعًا!
…وصلني الآن تقرير من أحد رفاقي.",
StoryText/S03_N28_7000_M110_NPC0110_m,"يا جماعة!
أنا أقسم على هذا اللهب.",
StoryText/S02_N23_1000_M060_FYL000_f,اممم، شخص مزعج كالعادة~,
StoryText/M06_E22_7000_M010_NPC0510_m,"مُهْ……حضور ديمايز يتعاظم بسرعة……
لم يعد الختم يصمد……!",
StoryText/M04_E15_1000_M110_NPC0050_f,"يقولون إنها زهرة الذكريات التي
أهداها أبي لأمي قديمًا.",
StoryText/S03_N27_3000_M080_NPC3319_00_m,"في قديم الزمان، في مكانٍ ما،
كان هناك فردٌ متسرّع من قبيلة فروغِي…",
StoryText/S04_N03_3000_M140_NPC4300_m,"بل إنني أفخر بأنني، بصفتي حامي المؤخرة،
حميت رفاقي حتى النهاية بسلام.",
StoryText/M06_E05_5000_M060_NPC4031_00_f,"بل دعيني أنا أشكرك.
شكرًا لكِ على حمايتنا دائمًا.",
StoryText/S01_N20_1000_M080_FYL000_f,"أوه!
كلام صعب...",
StoryText/M05_SA1MGC_E03_5000_M030_NPC0210_f,م، مرة أخرى……!,
StoryText/M06_E24_5000_M070_NPC4350_m,"هـ-هل يُعقل
أنّك أنت من هزم الوحش…!؟",
StoryText/M04_E04_1000_M040_NPC0060_f,"بحقّك... أنت تقلق أكثر من اللازم يا كارتر.
لستُ مريضةً، يمكنني الحركة بشكل طبيعي.",
StoryText/S02_N17_1000_M040_NPC0060_f,"بحقّك… قلتُ لك مراراً
إنه لا داعي للقلق.",
StoryText/S03_N12_1000_M010_NPC0120_f,"آه يا هيوريك، حقًّا!
ما خطبك بالضبط؟!",
StoryText/M06_E05_2000_M100_NPC0010_f,"لقد صرتُ بخير الآن……
أعتذر عمّا سبّبتُه لك من قلق……",
StoryText/S02_N17_6000_M140_PCM000_m,هل اكتفيتما؟,
StoryText/M01_E08_1000_M080_NPC0010_f,"أنا ألقي تعويذتي بالفعل!
ولكن—",
StoryText/M06_E22_1000_M020_FYL000_f,"لم يعد بإمكاننا التراجع من هنا.
إليوت، هل أنت مستعدّ؟",
StoryText/S04_N30_1000_M080_NPC0240_f,عيد ميلاد ساندي بات قريبًا، أليس كذلك؟,
StoryText/S02_N17_1000_M160_NPC0190_m,"صنعتُه مقلّداً ما رأيت
من أجل الطفل الذي سيُولد قريباً.",
StoryText/S04_N06_3200_M030_NPC0030_m,"مرّ على ذلك زمن طويل...
لكن لساني لا يزال يتذكّره جيداً.",
StoryText/S04_N29_4100_M080_NPC0010_f,أظن أن لدينا الكثير من الوصفات بالفعل، ولكن...,
StoryText/M05_A1MGC_E02_2000_M280_NPC0530_f,"إذًا أنت تحمل المفتاح الآخر وكتاب السرّ.
لم يبقَ سوى لقاء الحكيم الأخير نويوان.",
StoryText/S03_N12_6410_M020_PCM000_m,"لنبدأ من جديد.
علينا أن نتحدّث مع حارس البوابة كما ينبغي.",
StoryText/M05_A1MGC_E02_1000_M100_NPC0530_f,"إن جمعته مع كتابَي الحكيمَين الآخرَين، تادوكورو ونويوان...
فستتمكّن من إتقان هذا السرّ.",
StoryText/M05_A1MGC_E02_2000_M100_NPC0530_f,"إن جمعته مع كتابَي الحكيمَين الآخرَين، تادوكورو ونويوان...
فستتمكّن من إتقان هذا السرّ.",
StoryText/M05_SA2MGC_E03_1000_M210_NPC0060_f,"لا أريد أبدًا… أن أفقد عائلتي الغالية مرة أخرى…
إن كنت تهتم لأمري حقًا، فأرجوك…",
StoryText/M06_E24_1020_M110_NPC0060_f,"لن أسمح بعد الآن أبدًا
بأن يُمَسّ أحدٌ من عائلتي الغالية!",
StoryText/S04_N35_3000_M040_NPC0240_f,هل أنت بخير وقد صرت تتحرك هكذا؟,
StoryText/S01_N19_3000_M130_NPC0210_f,لن أدع الأمر يتكرّر مرة أخرى.,
StoryText/S04_N30_4000_M050_NPC0240_f,"لا بأس الآن!
لنعُد معًا!",
StoryText/M05_SA3MGC_E06_1000_M070_NPC0120_f,تحمّلي قليلًا بعد.,
StoryText/S04_N05_3100_M440_NPC0040_m,ليتني أدركت ذلك أبكر بقليل.,
StoryText/M06_E13_2000_M200_PCM000_m,"لم يعد هناك ما يدعو للقلق.
سآخذ أمّي وأعود إلى القلعة.",
StoryText/S04_N05_3200_M020_NPC4219_f,"إنه شخصٌ قد مات،
وكثيرون يتحدثون عنه بسوء…",
StoryText/M06_E09_1000_M102_PCM000_m,"لم يعد صوتي يبلغ أمّي.
لكن ما دامت هذه القلادة بحوزتي...!",
StoryText/M05_A3MGC_E01_1000_M110_NPC0140_m,"لم يبقَ سوى الفرار.
فذلك يبقي لنا احتمالًا للنجاة على الأقلّ.",
StoryText/M04_E08_1000_M050_FYL000_f,"بحقك! إليوت ليس شخصاً مريباً!
إنه مغامر!",
StoryText/M06_E05_5000_M220_NPC4379_f,بحقّك، لا تقلّدني!,
StoryText/M01_E10_1000_M240_NPC0030_m,"لأنه إن كان ما يدعى باب الزمن هذا حقيقياً،
فلا ندري أي عواقب وخيمة قد تترتب على ذلك.",
StoryText/M03_E02_1000_M040_FYL000_f,"ماذا لو وصلنا
إلى مكانٍ غريب؟",
StoryText/M03_E02_1200_M040_FYL000_f,"ماذا لو وصلنا
إلى مكانٍ غريب؟",
StoryText/M02_E07_2000_M290_NPC0130_f,"إذا أردتَ أن ترد لي الجميل،
فأخبرني عن مغامراتك القادمة كمغامر.",
StoryText/M04_E09_1000_M250_NPC0210_f,إن استطعت لقاء قبيلة ميو، فأرجو أن تبلّغهم رسالة.,
StoryText/S02_N23_3000_M020_NPC0150_f,"إن كانوا يجرون تجارب وحشية فعلًا،
فهذا أمرٌ جلل.",
StoryText/M04_E04_1000_M370_NPC0190_m,ربّما كانت تلك أطلال قبيلة ميو...,
StoryText/S02_N17_3000_M120_NPC0060_f,"ربما ذلك القط كان
يزور القبر نيابة عني...",
StoryText/M04_E02_1000_M030_NPC0170_m,"ربما هناك منشأة أبحاث مخفية
في مكان ما.",
StoryText/S04_N29_6000_M370_NPC0010_f,"ربّما كان له أطعمة يحبّها وأخرى يكرهها…
قد يكون مرّ به زمن كهذا.",
StoryText/M05_E02_1000_M060_NPC0130_f,"ربما تكون هذه معلومة قادرة على سدّ الفراغ
الذي ينقص كتاب الأبحاث الذي تركه أسلافي――",
StoryText/M01_E04_2000_M050_NPC4369_m,"أليست هذه
مهمة شاقة للغاية؟",
StoryText/M04_E04_1000_M090_PCM000_m,هل يُعقل أنّ...,
StoryText/M06_E19_1000_M020_PCM000_m,"هل يُعقل……
أن يكون هذا هو النذير الذي تحدّث عنه الحكيم الأبيض؟",
StoryText/M05_E02_1000_M150_FYL000_f,"هل يُعقل……!
أليس هذا ما كنا نبحث عنه!؟",
StoryText/S03_N28_4000_M010_FYL000_f,"هل يُعقل أن تكون
تلك هي الشجرة المقدّسة؟",
StoryText/M05_E02_1000_M090_PCM000_m,"هل يُعقل أنكِ كنتِ تتحدثين
دون أن تعرفي مع من؟",
StoryText/M01_E07_2100_M020_NPC4229_m,هل هي ملكك يا ترى؟,
StoryText/S01_N31_2000_M050_PCM000_m,"أيمكن أن تكون هذه الشجرة –
أي شجرة إيلدر – تُزهر؟",
StoryText/M05_SA2MGC_E04_2000_M110_NPC0190_m,هل تقصد أن نستخدمه!؟,
StoryText/S03_N34_2000_M040_FYL000_f,ربما يأخذون البراعم؟,
StoryText/S01_N25_3200_M040_FYL000_f,هل يُعقل أنها ما زالت تريد الطعام؟,
StoryText/M05_SA2MGC_E03_1000_M030_PCM000_m,هل يُعقل أنها تمتصّ قوة ماو السحرية؟,
StoryText/S04_N30_3000_M190_NPC4389_m,"ربّما انهمكت في الأمر
وذهبت تبحث بعيدًا.",
StoryText/S02_N21_1000_M040_PCM000_m,أيُعقل أنك أصلحت ذاك الشيء؟,
StoryText/M02_E05_3000_M470_PCM000_m,هل يعقل أنه يقصد الأداة؟,
StoryText/M03_E04_2000_M060_FYL000_f,"هل يُعقل أننا
اقترفنا خطأً فادحًا…؟",
StoryText/S04_N40_6000_M080_PCM000_m,هل كنتَ موسيقيًّا من قبل؟,
StoryText/S02_N16_2000_M080_FYL000_f,هل يُعقل أنه معطّل…؟,
StoryText/M02_E02_1050_M040_PCM000_m,"ربما كان هذا المكان أكثر
ازدهارًا في السابق...",
StoryText/M05_E07_1000_M300_PCM000_m,"إن صحّ ذلك، فإن سرّ ختم الشرّ
هو تقنية تختم الساحر صاحب اللعنة...!",
StoryText/M03_E11_1000_M090_PCM000_m,"إن أمكنكِ ذلك،
فهل لكِ أن تصبّي قوتكِ السحرية في هذا الدرع؟",
StoryText/M05_A2MGC_E03_1300_M080_PCM000_m,"أيُعقل…
أتقصد هذا اللايت ستاف!؟",
StoryText/S02_N18_3000_M120_PCM000_m,"أيمكن أن يكون «الشخص العزيز»
هو المرأة المرسومة في اللوحة الجدارية؟",
StoryText/S03_N12_6210_M030_NPC0110_m,"إن سألتك ديونا عن شيء،
فتملّص من الأمر ببراعة. إلى اللقاء!",
StoryText/S04_N39_1000_M150_NPC0220_n,"إن وجدت قطًّا صغيرًا،
فهلّا أحضرته إلى هنا…؟",
StoryText/S02_N16_5000_M140_NPC2119_f,"إن استطعت لقاءه،
فأبلغه أنني سأنتظره دائماً.",
StoryText/M04_E01_1000_M240_NPC0180_f,"إن كنت ذاهبًا إلى هناك، فأبلغها أن تعود إلى المعهد.
أودّ أن أبلغها بما حدث للتو أيضًا.",
StoryText/M06_E14_1000_M150_NPC0520_m,"إن عاد إلى الحركة من جديد
فلن يكون بيدنا حيلة……",
StoryText/M03_E12_1000_M070_PCM000_m,"إن كنتِ خائفة،
فلا بأس أن تنتظري هنا.",
StoryText/M04_E04_1000_M440_PCM000_m,"إن استطعنا العودة إلى الماضي،
فقد نتمكّن من السؤال عن سحر التجميد الجليدي...",
StoryText/M06_E24_1000_M040_PCM000_m,بالطبع… هذا ما أتمنّاه!,
StoryText/M03_E01_1000_M060_NPC0110_m,"بالطبع لأنني أريد أن أغيّر هذا العالم المظلم.
أليس ما أجنيه من الرحلات من غنائم ومعارف نافعاً؟",
StoryText/M06_E13_6000_M340_PCM000_m,بالطبع، أصدّقكِ.,
StoryText/S04_N39_2000_M150_NPC0220_n,"وبالطبع سأكافئك مكافأة تليق بالأمر.
أعتمد عليك!",
StoryText/M03_E11_1000_M024_PCM000_m,"بالطبع، سأحفظ السر.
كن مطمئنًا.",
StoryText/M05_A3MGC_E01_1000_M170_NPC0110_m,وبالطبع، لديّ خطّة محكمة.,
StoryText/S04_N06_1000_M100_NPC0030_m,"وبالطبع، قد هُيّئ لك مقعدٌ
في المأدبة أيضًا.",
StoryText/M05_A1MGC_E02_1000_M060_NPC0530_f,بالطبع.,
StoryText/M05_A1MGC_E02_2000_M060_NPC0530_f,بالطبع.,
StoryText/M06_E05_5000_M380_PCM000_m,بالطبع.,
StoryText/M02_E09_2000_M100_PCM000_m,"بالطبع،
فهذه هي الحقيقة.",
StoryText/M05_E07_1000_M380_NPC0080_f,"بالطبع.
خذه أرجوك، عربونًا للصداقة.",
StoryText/M02_E07_1000_M320_PCM000_m,"بالتأكيد.
فالبقاء وحيدًا أمر محزن.",
StoryText/S03_N27_1000_M190_PCM000_m,بالطبع. ما دام في مقدوري ذلك.,
StoryText/S03_N10_1000_M100_PCM000_m,"بالطبع. فالبحث عن الكنوز
من متع المغامر.",
StoryText/M06_E24_6000_M020_NPC0190_m,"بالطبع.
فلهذا اليوم تحديدًا أعددنا العدّة حتى الآن.",
StoryText/S04_N40_9000_M100_NPC0410_m,"بالطبع!
أولًا……",
StoryText/S04_N06_1000_M140_PCM000_m,بالطبع.,
StoryText/S03_N10_3000_M570_NPC0130_f,"بالطبع.
فقد تحقّق هدفي.",
StoryText/M05_A3MGC_E01_2000_M380_PCM000_m,"بالطبع.
من أجلها أيضًا، لنعد أحياءً مهما حدث.",
StoryText/S04_N24_5000_M240_PCM000_m,"بالطبع. بفضل موقد فاي
صار العالم أكثر دفئاً ولو قليلاً.",
StoryText/M06_E13_2000_M100_FYL000_f,"بالطبع!
كنتُ واثقةً أنّ إليوت قادرٌ على ذلك!",
StoryText/S02_N32_8000_M290_NPC0180_f,بالطبع، اتركوا الأمر لنا!,
StoryText/M06_E17_1000_M120_NPC0010_f,"بالطبع.
لنجمع الجميع فورًا ونضع خطّةً للمواجهة!",
StoryText/S03_N34_9000_M080_PCM000_m,"بالطبع.
تفضّل.",
StoryText/M01_E10_1000_M450_PCM000_m,"بالتأكيد.
سأكون عينيكِ اللتين ترين بهما، وقدميكِ اللتين تسيرين بهما.",
StoryText/M04_E11_1000_M210_PCM000_m,"بالطبع.
لنسرع في البحث عنه.",
StoryText/S03_N28_6000_M050_PCM000_m,"بالطبع أحضرته.
كاروتيشيا، استخدمي هذا.",
StoryText/M01_E04_2000_M290_NPC0010_f,بالتأكيد، لا داعي للقلق عليّ على الإطلاق!,
StoryText/M03_E04_2000_M170_NPC0180_f,"أبحاث في السحر بالطبع!
انظر إلى هناك!",
StoryText/M01_E03_2000_M060_NPC4389_m,بالتأكيد!,
StoryText/M01_E01_3000_M050_NPC4349_m,"بالتأكيد!
……كنت أود قول ذلك، لكن دخلي شحيح هذه الأيام.",
StoryText/M02_E05_3000_M590_FYL000_f,"بالتأكيد!
لأنك صدقتني أولًا يا إليوت!",
StoryText/M06_E25_1100_M080_FYL000_f,"بالطبع!
ما زال لديّ الكثير من الأماكن التي أريد أن أُري هيوريا إياها.",
StoryText/S04_N03_2200_M040_NPC4319_m,"كنت أتمنى أن أتعلّم منه أمورًا أكثر،
لكن أن يحدث أمرٌ كهذا…",
StoryText/N02_E02_1100_M120_NPC0130,"بل إنه يقول إنني أنا الغريبة الأطوار.
يا له من كلام وقح، هاهاها!",
StoryText/M02_E06_1100_M030_PCM000_m,دعنا نستكشفه بدقة أكبر.,
StoryText/M01_E11_1000_M040_NPC0040_m,"لم يعد هناك داعٍ للإذن.
هات المفتاح.",
StoryText/S04_N40_8000_M180_NPC0431_m,"سأعتني بالآلة التي أهديتني إياها.
شكرًا لك من أعماق قلبي……!",
StoryText/S04_N40_8000_M180_NPC0441_m,"سأعتني بالآلة التي أهديتني إياها.
شكرًا لك من أعماق قلبي……!",
StoryText/M06_E13_1000_M040_BOS410_f,"بالطبع.
أنتَ إليوت المغامر……",
StoryText/S04_N24_4000_M030_NPC2210_m,تـ… توقّفوا…!,
StoryText/M02_E07_2000_M130_NPC0130_f,"مرحبًا، التقينا مجددًا يا إليوت.
لقد جئت لأرى ما يحدث بسبب هذه الضوضاء.",
StoryText/S03_N28_3000_M010_NPC0170_m,أهلًا يا إليوت.,
StoryText/M06_E15_1000_M010_NPC0530_f,"مرحبًا يا إليوت.
يبدو أنّ حادثًا آخر قد وقع، أليس كذلك؟",
StoryText/S04_N35_2000_M020_NPC0020_m,"أهلًا يا إليوت.
هل تحتاج شيئًا؟",
StoryText/S04_N40_5000_M010_NPC0410_m,"أهلًا يا سيد إليوت،
كنتُ بانتظارك!",
StoryText/S02_N21_1000_M010_PCM000_m,مرحبًا يا مارني.,
StoryText/S02_N17_1000_M010_PCM000_m,مرحباً أيها الاثنان، كيف حالكما؟,
StoryText/M02_E02_1050_M120_NPC0130_f,"وفي النهاية، وصلت تلك الحضارة السحرية إلى ذروتها،
ليأتي العهد الذي يُعرف بـ ""عصر السحر"".",
StoryText/S02_N22_2000_M070_FYL000_f,"مرحى!
بهذا امتلأت تمامًا.",
StoryText/S04_N09_2000_M060_FYL000_f,"مرحى! رائع، أليس كذلك؟
يمكنك أن تمدحني أكثر!",
StoryText/M06_E02_1000_M010_FYL000_f,مرحى، لقد انفتح!,
StoryText/M06_E02_2000_M010_FYL000_f,مرحى، لقد انفتح!,
StoryText/M06_E11_1000_M010_FYL000_f,مرحى، لقد انفتح!,
StoryText/M05_A2MGC_E03_1200_M030_FYL000_f,مرحى، اكتملت كتب السرّ!,
StoryText/M05_A2MGC_E03_1300_M110_FYL000_f,مرحى، اكتملت كتب السرّ!,
StoryText/M02_E05_3000_M540_FYL000_f,"رائع!
أنت شخص طيب حقًا يا إليوت!",
StoryText/L01_N01_3000_M030_FYL000_f,"مرحى!
أي أننا عثرنا على كنز ثمين!",
StoryText/M05_E03_1000_M020_FYL000_f,"مرحى!
هذه هي التي تحدثت عنها كاروتيشيا.",
StoryText/M03_E11_1000_M140_FYL000_f,"مرحى!
لقد عادت القوة!",
StoryText/M02_E07_1000_M010_FYL000_f,رائع! لقد خرجنا!,
StoryText/S03_N28_4100_M010_FYL000_f,مرحى! هزمنا كل الأعداء!,
StoryText/M06_E05_2000_M120_NPC0020_m,لقد نجحتَ يا إليوت.,
StoryText/M05_A3MGC_E01_3000_M130_PCM000_m,أحسنتَ صنعًا! يا هيوريك!,
StoryText/BA01_N01_3000_M040_FYL000_f,أحسنت يا إليوت!,
StoryText/M06_E04_1000_M040_FYL000_f,أحسنتَ يا إليوت!,
StoryText/S02_N32_7000_M060_FYL000_f,"أحسنت! لنعد بسرعة إلى المدينة
ونُخبر الجميع أيضًا!",
StoryText/S04_N08_4000_M050_FYL000_f,أحسنتم!,
StoryText/S02_N18_2000_M090_FYL000_f,"رائع!
بهذا نكون قد أنهينا الطلب.",
StoryText/S04_N08_6000_M120_NPC0020_m,نجحنا! لقد نجح الأمر!,
StoryText/M06_E17_2000_M290_NPC0010_f,"لنجرّب ذلك.
سأدعو العامّة إلى التعاون باسم العائلة المالكة.",
StoryText/M03_E05_1000_M010_NPC0180_f,"وصلتَ أخيرًا.
هيا، لنذهب لرفع التقرير إلى المديرة.",
StoryText/M06_E12_1000_M060_PCM000_m,كما ظننت……لا شكّ في ذلك!,
StoryText/M05_A2MGC_E02_1000_M180_FYL000_f,كما توقّعت، ذاك الشخص يبعث على الانزعاج～,
StoryText/S03_N28_7000_M170_NPC0130_f,بالفعل، إن لم يكن هكذا فلا متعة في الأمر.,
StoryText/S04_N26_3000_M070_PCM000_m,"كما توقّعت تماماً...
إنه جزء من ذلك الشعار.",
StoryText/M06_E13_1100_M030_PCM000_m,"كنتُ أعلم أنّ هذا مستحيل.
أن أنقذ الجميع――",
StoryText/M06_E13_1200_M030_PCM000_m,"كنتُ أعلم أنّ هذا مستحيل.
أن أنقذ الجميع――",
StoryText/S04_N03_3000_M080_FYL000_f,كما توقّعنا، كان السيد أوزان.,
StoryText/M05_SA1MGC_E03_2000_M180_NPC1030_00_f,"كما توقعت، كانت تنوي
إيذاء سيدتي ليودميلا!",
StoryText/S04_N26_4000_M170_NPC1019_f,"أرى أنه من الأفضل
أن تبحث عمّن يساعدك――",
StoryText/S04_N40_4000_M010_NPC0431_m,"حقًّا، صوت الشلال جميل. الانسجام بين خفّة الكلارينيت
وصوت الشلال المهيب……رائع للغاية.",
StoryText/S04_N40_4000_M010_NPC0441_m,"حقًّا، صوت الشلال جميل. الانسجام بين خفّة الكلارينيت
وصوت الشلال المهيب……رائع للغاية.",
StoryText/M05_SA1MGC_E03_5000_M140_NPC0080_f,"حقًّا، إن الأمل الذي آمنت به
كان هنا منذ البداية……",
StoryText/M06_E12_4000_M040_NPC0080_f,"كما توقّعت، الأمل الذي آمنتُ به
كان هنا حقًّا……",
StoryText/S04_N30_2000_M020_PCM000_m,"كنتُ أعلم أنّها هنا.
لنأخذها.",
StoryText/M02_E12_1000_M120_NPC0020_m,لقد كان تخميني صحيحًا إذن!,
StoryText/S03_N10_1000_M170_FYL000_f,"كما توقّعت، كاروتيشيا أيضًا
لا تستطيع رؤيتي.",
