ID,source text,Arabic translation,category,notes
EL_M05_SA3MGC_E01_2000_M220_PCM000_m,ああ、だからどうしても助けたいんだ！,أجل، لذلك أريد إنقاذها مهما كلّف الأمر!,dialogue,
EL_M05_SA3MGC_E01_2000_M230_NPC3000_00_m,でもなあ……\n蛮族を助けるのは……,لكن مع ذلك……\nمساعدة أحد البرابرة……,dialogue,
EL_M05_SA3MGC_E01_2000_M250_NPC0120_f,何より、弱っている相手には手を差し伸べたいの……\nだから、私からもお願いするわ。,وفوق كل شيء، أرغب في مدّ يد العون لمن هو ضعيف……\nلذلك أرجوكم أنا أيضًا.,dialogue,
EL_M05_SA3MGC_E01_2000_M260_NPC3011_00_f,ディオナがそこまで言うなら……,ما دامت ديونا تقول ذلك……,dialogue,
EL_M05_SA3MGC_E01_2000_M270_NPC0120_f,みんな、ありがとう。\nそれじゃ、さっそく先生のところに運びましょう。,شكرًا لكم جميعًا.\nحسنًا، لننقلها فورًا إلى الطبيب.,dialogue,
EL_M05_SA3MGC_E01_2000_M280_PCM000_m,ありがとう……ディオナ。,شكرًا لكِ……ديونا.,dialogue,
EL_M05_SA3MGC_E01_2000_M290_FYL000_f,ああ、よかったあ！,آه، الحمد لله!,dialogue,
EL_M05_SA3MGC_E01_3000_M010_NPC3219_m,これは……もう少し手当てが\n遅れていたら危ないところだったな。,هذه……لو تأخّر العلاج قليلًا بعد\nلكانت في خطر محدق.,dialogue,
EL_M05_SA3MGC_E01_3000_M030_NPC3219_m,まだなんとも言えないが\nできる限りの力を尽くそう。,لا يمكنني الجزم بشيء بعد،\nلكنني سأبذل كل ما في وسعي.,dialogue,
EL_M05_SA3MGC_E01_3000_M040_FYL000_f,大丈夫かな、マオ……,هل ستكون بخير يا ماو……,dialogue,
EL_M05_SA3MGC_E01_3000_M060_NPC3219_m,できるだけの処置はしたが、まだ危険な状態だ。\n肝心な薬の材料が手元になくてね……,أجريتُ ما أمكن من العلاج، لكنها لا تزال في حالة خطيرة.\nفالمكوّن الأساسي للدواء ليس بحوزتي……,dialogue,
EL_M05_SA3MGC_E01_3000_M070_PCM000_m,何が足りないんですか？,ما الذي ينقصك؟,dialogue,
EL_M05_SA3MGC_E01_3000_M080_NPC3219_m,千年貝の殻――\n湖底に生息する貝なんだが、蛮族のテリトリーでな……,صدفة المحار الألفيّ――\nمحار يعيش في قاع البحيرة، لكنه في أرض البرابرة……,dialogue,千年貝=صدفة المحار الألفيّ، coined (thousand-year shellfish)
EL_M05_SA3MGC_E01_3000_M090_PCM000_m,任せてくれ。俺が採ってくるよ。\nその間、ディオナはマオを看ていてくれないか？,اترك الأمر لي. سأذهب لأحضرها.\nوفي تلك الأثناء، أيمكنكِ يا ديونا أن تعتني بماو؟,dialogue,
EL_M05_SA3MGC_E01_3000_M100_NPC0120_f,わかったわ。\nエリオット、気をつけてね。,فهمت.\nإليوت، انتبه لنفسك.,dialogue,
EL_M05_SA3MGC_E02_1000_M010_NPC0120_f,お帰りなさい、エリオット。\nマオさんは今、眠っているわ。,مرحبًا بعودتك، إليوت.\nماو نائمة الآن.,dialogue,
EL_M05_SA3MGC_E02_1000_M020_NPC0120_f,でも時々、苦しそうな声を上げているの。,لكنها أحيانًا تُطلق أنّات تنمّ عن ألم.,dialogue,
EL_M05_SA3MGC_E02_1000_M030_PCM000_m,そうか……\nこれが役立つといいのだけど。,فهمت……\nآمل أن ينفع هذا.,dialogue,
EL_M05_SA3MGC_E02_1000_M040_NPC3219_m,おお、千年貝の殻を採ってきてくれたんだね。\nありがとう。,أوه، أحضرتَ صدفة المحار الألفيّ.\nشكرًا لك.,dialogue,
EL_M05_SA3MGC_E02_1000_M050_NPC3219_m,さっそく調合するよ。,سأحضّر الدواء على الفور.,dialogue,
EL_M05_SA3MGC_E02_1000_M060_NPC3219_m,さあ、できたぞ。\n痛みを和らげる薬だ。,ها هو قد جهز.\nإنه دواء يخفّف الألم.,dialogue,
EL_M05_SA3MGC_E02_1000_M070_NPC0120_f,マオさん、この薬を飲んで。,ماو، اشربي هذا الدواء.,dialogue,
EL_M05_SA3MGC_E02_1000_M080_NPC0060_f,はぁ……はぁ……,آه……آه……,dialogue,
EL_M05_SA3MGC_E02_1000_M090_NPC0060_f,すぅ……すぅ……,هاء……هاء……,dialogue,sleeping breaths すぅ
EL_M05_SA3MGC_E02_1000_M100_NPC0120_f,顔色が良くなってきたわ。,بدأت ملامحها تتحسّن.,dialogue,
EL_M05_SA3MGC_E02_1000_M110_FYL000_f,よかったあ～！,الحمد لله～!,dialogue,
EL_M05_SA3MGC_E02_1000_M120_NPC0120_f,……ぐっすり眠ってる。\nこうしていると、私たち人間と変わらないのね。,……إنها نائمة في سبات عميق.\nوهي هكذا، لا تختلف عنّا نحن البشر.,dialogue,
EL_M05_SA3MGC_E02_1000_M130_PCM000_m,言っただろ？\n恐れる必要なんて何もないんだ。,ألم أقل لكِ؟\nلا داعي للخوف على الإطلاق.,dialogue,
EL_M05_SA3MGC_E02_1000_M140_NPC0120_f,そうね。\n同じように、痛みや苦しみを感じている……,هذا صحيح.\nمثلنا تمامًا، تشعر بالألم والمعاناة……,dialogue,
EL_M05_SA3MGC_E02_1000_M150_PCM000_m,君が村に迎え入れてくれなければ\nマオは今頃、命を落としていただろう。,لولا أنكِ استقبلتِها في القرية\nلفقدت ماو حياتها الآن.,dialogue,
EL_M05_SA3MGC_E02_1000_M160_PCM000_m,助けてくれて……\nそして、看病してくれてありがとう。,شكرًا لكِ على إنقاذها……\nوعلى الاعتناء بها.,dialogue,
EL_M05_SA3MGC_E02_1000_M170_NPC0120_f,私も体調を崩すことが多くて\nよくここで先生の治療を受けてるの。,أنا أيضًا كثيرًا ما يعتلّ بدني\nوأتلقّى العلاج هنا عند الطبيب غالبًا.,dialogue,
EL_M05_SA3MGC_E02_1000_M180_NPC0120_f,だから弱っている人を放っておけなかっただけよ。\n気にしないで。,لذلك لم أستطع أن أترك شخصًا ضعيفًا وشأنه فحسب.\nلا تشغل بالك بالأمر.,dialogue,
EL_M05_SA3MGC_E02_1000_M190_NPC3219_m,彼女の呼吸も、だいぶ安定してきた。\n薬が効いてきたようだな。,تنفّسها أيضًا استقرّ كثيرًا.\nيبدو أن الدواء بدأ يؤتي مفعوله.,dialogue,
EL_M05_SA3MGC_E02_1000_M200_NPC0120_f,私は、もう少しマオさんの様子を見ているわ。,سأبقى أراقب حال ماو قليلًا بعد.,dialogue,
EL_M05_SA3MGC_E02_1000_M210_PCM000_m,ありがとう。俺もしばらくしたら\nまた様子を見に戻るよ。,شكرًا لكِ. سأعود أنا أيضًا بعد قليل\nلأطمئنّ على حالها.,dialogue,
EL_M05_SA3MGC_E04_1000,「サヘキ」「タドコロ」にもらった鍵を使ってダンジョン最深部の扉を開く\nすると三賢者の一人「ノイーワン」がいた。ノイーワンはエリオットを不思議な空間に導く,باستخدام المفتاح الذي حصل عليه من «ساهيكي» و«تادوكورو» يفتح باب أعمق أعماق الزنزانة\nفيجد هناك «نويوان» أحد الحكماء الثلاثة. يقود نويوان إليوت إلى فضاء غريب.,dialogue,サヘキ=ساهيكي، タドコロ=تادوكورو، coined NPC names
EL_M05_SA3MGC_E04_1000_M010_NPC0120_f,扇サボテンの花を採ってきてくれたのね？\nありがとう！,أحضرتَ زهرة الصبّار المروحيّ، أليس كذلك؟\nشكرًا لك!,dialogue,扇サボテン=الصبّار المروحيّ، coined (fan cactus)
EL_M05_SA3MGC_E04_1000_M020_NPC3219_m,では、さっそく薬を調合しよう。,إذن، لنحضّر الدواء على الفور.,dialogue,
EL_M05_SA3MGC_E04_1000_M030_NPC3219_m,よし……できたぞ。,حسنًا……ها قد جهز.,dialogue,
EL_M05_SA3MGC_E04_1000_M040_NPC0120_f,さあ、マオさん。\nこれを飲んで。,هيا يا ماو.\nاشربي هذا.,dialogue,
EL_M05_SA3MGC_E04_1000_M050_NPC0060_f,はぁ……はぁ……,آه……آه……,dialogue,
EL_M05_SA3MGC_E04_1000_M060_NPC0060_f,う、うぅ……,أ، أوّه……,dialogue,
EL_M05_SA3MGC_E04_1000_M070_NPC0060_f,ゆ……る……,لن……أ……,dialogue,fragment of ゆるさない (won't forgive)
EL_M05_SA3MGC_E04_1000_M100_NPC0060_f,ゆる……せ……ない……,لن……أ……سامح……,dialogue,
EL_M05_SA3MGC_E04_1000_M110_PCM000_m,マオ……？,ماو……؟,dialogue,
EL_M05_SA3MGC_E04_1000_M120_NPC0060_f,ゆるせ……ない……,لن……أسامح……,dialogue,
EL_M05_SA3MGC_E04_1000_M130_NPC0060_f,うう……うぅ……はぁ……,أوّه……أوّه……هاء……,dialogue,
EL_M05_SA3MGC_E04_1000_M150_NPC0060_f,すぅ……すぅ……,هاء……هاء……,dialogue,
EL_M05_SA3MGC_E04_1000_M160_NPC0120_f,良かった……\n落ち着いてきたみたいだけど……,الحمد لله……\nيبدو أنها هدأت، لكن……,dialogue,
EL_M05_SA3MGC_E04_1000_M170_NPC0120_f,マオさん……\n許せないって言っていた……,ماو……\nكانت تقول إنها لن تسامح……,dialogue,
EL_M05_SA3MGC_E04_1000_M180_FYL000_f,こわい夢、見てたのかな……,هل كانت ترى حلمًا مخيفًا يا تُرى……,dialogue,
EL_M05_SA3MGC_E04_1000_M200_NPC0120_f,事情はわからないけど……\nまた悪化するかもしれないし、私は様子を見ているわ。,لا أعرف الظروف، لكن……\nقد تتدهور حالتها مجددًا، لذا سأبقى أراقبها.,dialogue,
EL_M05_SA3MGC_E04_1000_M210_PCM000_m,ありがとう、ディオナ。\n俺もできる限り、ここに顔を出すよ。,شكرًا لكِ يا ديونا.\nسأمرّ إلى هنا قدر استطاعتي أنا أيضًا.,dialogue,
EL_M05_SA3MGC_E06_1000_M010_NPC0120_f,エリオット！\nマオさんの熱がまた上がってしまって……,إليوت!\nارتفعت حرارة ماو من جديد……,dialogue,
EL_M05_SA3MGC_E06_1000_M020_NPC0060_f,はぁ……はぁ……はぁ……,آه……آه……آه……,dialogue,
EL_M05_SA3MGC_E06_1000_M030_NPC3219_m,マグマワタの葉は、\n採ってきてくれたかい？,أوراق قطن الحمم،\nهل أحضرتَها؟,dialogue,マグマワタ=قطن الحمم، coined (magma cotton)
EL_M05_SA3MGC_E06_1000_M040_PCM000_m,はい、これを。,نعم، تفضّل هذه.,dialogue,
EL_M05_SA3MGC_E06_1000_M050_NPC3219_m,待っててくれ。\nすぐに薬を調合するからな。,انتظر.\nسأحضّر الدواء على الفور.,dialogue,
EL_M05_SA3MGC_E06_1000_M060_NPC0060_f,ぐっ……はぁ……はぁ……,غُه……هاء……هاء……,dialogue,
EL_M05_SA3MGC_E06_1000_M070_NPC0120_f,もう少しの辛抱よ。,تحمّلي قليلًا بعد.,dialogue,
EL_M05_SA3MGC_E06_1000_M080_NPC3219_m,さあ、できたぞ！,ها قد جهز!,dialogue,
EL_M05_SA3MGC_E06_1000_M090_NPC0120_f,これを飲んで！,اشربي هذا!,dialogue,
EL_M05_SA3MGC_E06_1000_M100_NPC0060_f,はぁ……はぁ……,آه……آه……,dialogue,
EL_M05_SA3MGC_E06_1000_M110_NPC0060_f,すぅ……すぅ……,هاء……هاء……,dialogue,
EL_M05_SA3MGC_E06_1000_M120_NPC0120_f,呼吸が穏やかになってきたわ。,صار تنفّسها هادئًا.,dialogue,
EL_M05_SA3MGC_E06_1000_M130_NPC3219_m,よし、これで安心だ。\nあとはゆっくり栄養をつけて怪我を治すだけだな。,حسنًا، أصبحنا مطمئنين الآن.\nلم يبقَ سوى أن تتغذّى براحة وتُشفى جراحها.,dialogue,
EL_M05_SA3MGC_E06_1000_M140_NPC0060_f,う、うぅ……ラー……,أ، أوّه……را……,dialogue,
EL_M05_SA3MGC_E06_1000_M150_NPC0120_f,マオさん……？,ماو……؟,dialogue,
EL_M05_SA3MGC_E06_1000_M160_NPC0060_f,ラーウ……,راو……,dialogue,fragment of ラーウェイ (Rāwei)
EL_M05_SA3MGC_E06_1000_M170_PCM000_m,え？,ماذا؟,dialogue,
EL_M05_SA3MGC_E06_1000_M180_NPC0060_f,違う、あの子は……あいつらに……,لا، ذلك الطفل……هم……به……,dialogue,
EL_M05_SA3MGC_E06_1000_M190_NPC0060_f,許せない……,لن أسامح……,dialogue,
EL_M05_SA3MGC_E06_1000_M200_NPC0120_f,どうしたの、マオさん？,ما بكِ يا ماو؟,dialogue,
EL_M05_SA3MGC_E06_1000_M210_NPC0060_f,許せ……ない！！,لن……أسامح!!,dialogue,
EL_M05_SA3MGC_E06_1000_M220_NPC0120_f,きゃっ！,آخ!,dialogue,
EL_M05_SA3MGC_E06_1000_M230_PCM000_m,マオ、落ち着いてくれ！,ماو، اهدئي أرجوكِ!,dialogue,
EL_M05_SA3MGC_E06_1000_M240_PCM000_m,ここは安全な場所だ。\n俺もそばにいる。,هذا مكان آمن.\nوأنا أيضًا إلى جانبكِ.,dialogue,
EL_M05_SA3MGC_E06_1000_M250_NPC0060_f,ラー……ウェイ……,را……وي……,dialogue,ラーウェイ=راوي
EL_M05_SA3MGC_E06_1000_M260_NPC0060_f,あたたかい……,دافئ……,dialogue,
EL_M05_SA3MGC_E06_1000_M270_NPC0060_f,すぅ……すぅ……すぅ……,هاء……هاء……هاء……,dialogue,
EL_M05_SA3MGC_E06_1000_M280_PCM000_m,マオ……,ماو……,dialogue,
EL_M05_SA3MGC_E06_1000_M290_NPC0120_f,マオさんは、身体だけじゃなくて\n心も深く傷ついているみたい……,يبدو أن ماو لم تُجرح في جسدها فحسب،\nبل في قلبها أيضًا جرحٌ عميق……,dialogue,
EL_M05_SA3MGC_E06_1000_M300_NPC0120_f,心の傷は簡単には癒やせない……\nまだ安静にしていたほうが良さそうね。,جراح القلب لا تُشفى بسهولة……\nيبدو أن الأفضل لها أن تبقى في راحة تامّة بعد.,dialogue,
EL_M05_SA3MGC_E06_1000_M310_PCM000_m,すまないな。\n迷惑をかけてしまって。,أعتذر منكِ.\nلأنني سبّبتُ لكِ المتاعب.,dialogue,
EL_M05_SA3MGC_E06_1000_M320_NPC0120_f,こんな時代だもの。\n助け合わないと……でしょう？,إنه زمن كهذا.\nيجب أن يتعاضد بعضنا مع بعض……أليس كذلك؟,dialogue,
EL_M05_SA3MGC_E06_1000_M330_FYL000_f,マオ……\n早く元気になるといいけど……,ماو……\nأتمنّى أن تتعافى سريعًا……,dialogue,
EL_M05_SA3MGC_E06_1000_M340_PCM000_m,まだ時間がかかりそうだ。\nあとは先生たちに任せよう。,يبدو أن الأمر سيستغرق وقتًا بعد.\nلندع الباقي للطبيب ومن معه.,dialogue,
EL_M05_SA3MGC_E07_1000_M010_NPC0120_f,きゃあ――！！,آاااه――!!,dialogue,
EL_M05_SA3MGC_E07_1000_M020_PCM000_m,今のは……ディオナの悲鳴！？,هذه……صرخة ديونا!؟,dialogue,
EL_M05_SA3MGC_E07_1000_M030_FYL000_f,村の奥のほうから聞こえたよ！,جاءت من أعماق القرية!,dialogue,
EL_M05_SA3MGC_E07_1000_M040_PCM000_m,先生の家のあたりだな。\n行ってみよう！,إنها قرب بيت الطبيب.\nلنذهب لنرى!,dialogue,
EL_M05_SA3MGC_E07_1100_M010_NPC0120_f,大丈夫？\nすぐに良くなるからね。,هل أنت بخير؟\nستتحسّن حالك سريعًا.,dialogue,
EL_M05_SA3MGC_E07_1100_M020_NPC3300_00_m,うう……すまない、ディオナ……,أوّه……آسف يا ديونا……,dialogue,
EL_M05_SA3MGC_E07_1100_M030_NPC0120_f,みんな私をかばって怪我をしたんだもの……\n謝るのは、私のほうよ。,لقد جُرحتم جميعًا وأنتم تحمونني……\nأنا من ينبغي أن تعتذر.,dialogue,
EL_M05_SA3MGC_E07_1100_M040_PCM000_m,ディオナ、何があったんだ？,ديونا، ماذا حدث؟,dialogue,
EL_M05_SA3MGC_E07_1100_M050_NPC0120_f,それが、マオさんを看病していたら、\n急に取り乱して……,بينما كنت أعتني بماو،\nاضطربت فجأة……,dialogue,
EL_M05_SA3MGC_E07_1100_M060_NPC3301_00_m,そいつが急に、\nディオナに襲いかかりやがったんだ！,تلك المخلوقة انقضّت فجأة\nعلى ديونا تهاجمها!,dialogue,
EL_M05_SA3MGC_E07_1100_M070_NPC3000_00_m,あの力……まるでバケモノみたいだった！,تلك القوة……كانت أشبه بوحش!,dialogue,
EL_M05_SA3MGC_E07_1100_M080_NPC0120_f,マオさんも、何か混乱していたみたいで……\nだから、被害はこの程度で済んだの。,بدت ماو أيضًا في حالة من الارتباك……\nلذلك اقتصر الضرر على هذا القدر.,dialogue,
EL_M05_SA3MGC_E07_1100_M090_NPC0120_f,でも、どうしていきなりこんなことを……,لكن، لماذا فجأة فعلت هذا……,dialogue,
EL_M05_SA3MGC_E07_1100_M100_PCM000_m,マオは、今どこに？,أين ماو الآن؟,dialogue,
EL_M05_SA3MGC_E07_1100_M110_NPC0120_f,気付いたら、いなくなっていたわ。\nもう、どこか遠くに行ってしまったと思う……,حين انتبهتُ، كانت قد اختفت.\nأظنّها ذهبت إلى مكان بعيد……,dialogue,
EL_M05_SA3MGC_E07_2000,白の賢者の試練を乗り越えた主人公\n封魔の奥義を授けられる,تجاوز البطل محنة الحكيمة البيضاء\nفمُنح سرّ ختم الشرّ.,dialogue,
EL_M05_SA3MGC_E07_2000_M010_PCM000_m,ディオナ！　大丈夫か？,ديونا! هل أنتِ بخير؟,dialogue,
EL_M05_SA3MGC_E07_2000_M020_NPC0120_f,……わ、私は大丈夫。\nただのかすり傷よ。,……أ، أنا بخير.\nمجرّد خدش بسيط.,dialogue,
EL_M05_SA3MGC_E07_2000_M030_NPC0120_f,でも……マオさんが……,لكن……ماو……,dialogue,
EL_M05_SA3MGC_E07_2000_M040_PCM000_m,マオ！\nいったい、どうしたんだ？,ماو!\nماذا أصابكِ بحقّ السماء؟,dialogue,
EL_M05_SA3MGC_E07_2000_M050_NPC0060_f,許せない！　許せない！！\n……みんな、死んじゃえばいいのに！！！！！,لن أسامح! لن أسامح!!\n……ليت الجميع يموتون!!!!!,dialogue,
EL_M05_SA3MGC_E07_2000_M060_PCM000_m,落ち着いてくれ！　マオ！！,اهدئي أرجوكِ! ماو!!,dialogue,
EL_M05_SA3MGC_E07_2000_M070_NPC0120_f,さっき……マオさんが、\n私のペンダントを見て急に怒り出したの。,قبل قليل……ماو\nرأت قلادتي فاشتعلت غضبًا فجأة.,dialogue,
EL_M05_SA3MGC_E07_2000_M080_NPC0060_f,それを……返せ……！！\nあああああああ！！！,أعيدي……ذلك……!!\nآاااااااه!!!,dialogue,
EL_M05_SA3MGC_E07_2000_M090_FYL000_f,マオ……どうしちゃったの？,ماو……ماذا أصابكِ؟,dialogue,
EL_M05_SA3MGC_E07_2000_M100_NPC0060_f,オマエタチヲ！！\n……ユルセナイッ！！,أنتم!!\n……لن أسامحكم!!,dialogue,katakana distorted speech rendered plainly
EL_M05_SA3MGC_E07_2000_M110_PCM000_m,マ、マオ……,م، ماو……,dialogue,
EL_M05_SA3MGC_E07_2000_M120_PCM000_m,やめるんだ！！,توقّفي!!,dialogue,
EL_M05_SA3MGC_E07_2000_M130_NPC0060_f,アアアアアアッ！！,آاااااااه!!,dialogue,
EL_M05_SA3MGC_E07_2000_M140_PCM000_m,……ぐっ！,……غُه!,dialogue,
EL_M05_SA3MGC_E07_2000_M150_PCM000_m,なぜ……こんなことを……,لماذا……تفعلين هذا……,dialogue,
EL_M05_SA3MGC_E07_2000_M160_PCM000_m,俺たちは……ずっと君の味方だ。\nだから……！,نحن……حلفاؤكِ دائمًا.\nلذلك……!,dialogue,
EL_M05_SA3MGC_E07_2000_M170_NPC0060_f,ラー……ウェイ？,را……وي؟,dialogue,ラーウェイ=راوي
EL_M05_SA3MGC_E07_2000_M180_NPC0060_f,チガウッ！！！,لا!!!,dialogue,
EL_M05_SA3MGC_E07_2000_M190_FYL000_f,マオ！！！,ماو!!!,dialogue,
EL_M05_SA3MGC_E07_2000_M200_PCM000_m,追いかけよう！,لنلحق بها!,dialogue,
EL_M05_SA3MGC_E08_1000_M010_PCM000_m,マオ！！,ماو!!,dialogue,
EL_M05_SA3MGC_E08_1000_M020_PCM000_m,頼む、聞いてくれ！,أرجوكِ، اسمعيني!,dialogue,
EL_M05_SA3MGC_E08_1000_M030_PCM000_m,赤ん坊も、カーターも無事だ。\n時の扉を使って、未来に向かったんだ。,الطفل بخير، وكارتر أيضًا بخير.\nلقد توجّهوا إلى المستقبل عبر باب الزمن.,dialogue,
EL_M05_SA3MGC_E08_1000_M040_PCM000_m,だから君も、未来を目指してくれ。\nそうすれば、また三人で暮らせる。,لذلك توجّهي أنتِ أيضًا نحو المستقبل.\nعندها يمكننا أن نعيش ثلاثتنا معًا من جديد.,dialogue,
EL_M05_SA3MGC_E08_1000_M060_NPC0060_f,……ウソダ……\nソンナ……キボウ……シンジナイ……,……كذب……\nمثل هذا……الأمل……لا أصدّقه……,dialogue,
EL_M05_SA3MGC_E08_1000_M070_NPC0060_f,ミンナ……ニンゲン二……コロサレタ……！\nカアサマモ……カーターモ……ラーウェイマデ……,الجميع……قتلهم البشر……!\nأمّي……وكارتر……وحتى راوي……,dialogue,カアサマ rendered as أمّي
EL_M05_SA3MGC_E08_1000_M080_NPC0060_f,アノコトバ……ウソダッタ……\nキボウナンテ……ドコニモ……ナカッタ！,تلك الكلمات……كانت كذبًا……\nالأمل……لم يكن له وجود في أي مكان!,dialogue,
EL_M05_SA3MGC_E08_1000_M090_NPC0060_f,モウ……シンジナイッ！！\nモウ……ユルサナイッ！！,لن……أصدّق بعد الآن!!\nلن……أسامح بعد الآن!!,dialogue,
EL_M05_SA3MGC_E08_1000_M100_NPC0060_f,アアアアアアッ！！！,آاااااااه!!!,dialogue,
EL_M05_SA3MGC_E08_1000_M110_FYL000_f,マオ……,ماو……,dialogue,
EL_M05_SA3MGC_E08_1000_M120_PCM000_m,待ってくれ！　マオ！！,انتظري! ماو!!,dialogue,
EL_M05_SA3MGC_E09_1000_M010_PCM000_m,マオ！！,ماو!!,dialogue,
EL_M05_SA3MGC_E09_1000_M020_PCM000_m,待ってくれ、マオ！,انتظري يا ماو!,dialogue,
EL_M05_SA3MGC_E09_1000_M030_PCM000_m,落ち着いてくれ！\n俺は君の力になりたいんだ。,اهدئي أرجوكِ!\nأريد أن أكون عونًا لكِ.,dialogue,
EL_M05_SA3MGC_E09_1000_M040_PCM000_m,君の身に何が起こったんだ？\nいったい何を恨んでいる……？,ماذا حلّ بكِ؟\nعلامَ تحقدين بحقّ السماء……؟,dialogue,
EL_M05_SA3MGC_E09_1000_M050_NPC0060_f,ユルセナイ……ユルセナイ……\nユルセナイッ！！,لن أسامح……لن أسامح……\nلن أسامح!!,dialogue,
EL_M05_SA3MGC_E09_1000_M060_NPC0060_f,ワタシノ……タイセツナヒトヲ……\nニンゲンガ……コロシタ……,أحبّتي……الأعزّاء……\nقتلهم……البشر……,dialogue,
EL_M05_SA3MGC_E09_1000_M070_FYL000_f,ああ、どうして……？\nエリオットの声がとどかない……,آه، لماذا……؟\nصوت إليوت لا يصل إليها……,dialogue,
EL_M05_SA3MGC_E09_1000_M080_NPC0060_f,アアアアアアッ！！！,آاااااااه!!!,dialogue,
EL_M05_SA3MGC_E09_1000_M090_FYL000_f,マオ……,ماو……,dialogue,
EL_M05_SA3MGC_E09_1000_M100_PCM000_m,追いかけよう！,لنلحق بها!,dialogue,
EL_M05_SA3MGC_E10_1000_M010_PCM000_m,はぁ……はぁ！　マオ……,هاء……هاء! ماو……,dialogue,
EL_M05_SA3MGC_E10_1000_M020_FYL000_f,どこに行っちゃったの？,إلى أين ذهبت؟,dialogue,
EL_M05_SA3MGC_E10_1000_M021_PCM000_m,うわっ……！？,أوّاه……!؟,dialogue,
EL_M05_SA3MGC_E10_1000_M050_BOS410_f,ニンゲンヲ……ユルセナイ……,البشر……لن أسامحهم……,dialogue,
EL_M05_SA3MGC_E10_1000_M080_FYL000_f,今の言葉って……,تلك الكلمات الآن……,dialogue,
EL_M05_SA3MGC_E10_1000_M090_PCM000_m,マオ……だったのか？,هل كانت……ماو؟,dialogue,
EL_M05_SA3MGC_E10_1000_M100_FYL000_f,一瞬すぎて、わからなかったよ。\nでも、もしあの魔物みたいなのがマオだとしたら……,كان الأمر سريعًا جدًّا فلم أتبيّنه.\nلكن، إن كان ذلك الوحش هو ماو حقًّا……,dialogue,
EL_M05_SA3MGC_E10_1000_M110_PCM000_m,姿がもう見えない。\n……追うことはできないか。,لم يعد لها أثر مرئي.\n……لا يمكننا ملاحقتها إذن.,dialogue,
EL_MEDAL_CAT_FLAVOR,すべての時代にいるネコを集めた者への勲章。\nネコをこよなく愛する者に与えられる。,وسام لمن جمع القطط في جميع العصور.\nيُمنح لمن يحبّ القطط حبّاً جمّاً.,dialogue,
EL_MEDAL_HELLTRY_FLAVOR,ベリーハードでゲームをクリアした者への勲章。\n千年を巡る旅路の中で、卓越した冒険家に与えられる。,وسام لمن أنهى اللعبة على مستوى الصعوبة الفائقة.\nيُمنح للمغامر البارع خلال رحلة الألف عام.,dialogue,
EL_MEDAL_LEGEND_FLAVOR,大いなる試練を越えた者への勲章。\n伝承の勇者に匹敵する力を持つ者に与えられる。,وسام لمن تخطّى المحنة العظمى.\nيُمنح لمن يملك قوة تضاهي قوة بطل الأساطير.,dialogue,
EL_MainMenu2PErrorKeyboard,『キーボード/マウス』はどちらかのプレイヤーのみ選択できます,لا يمكن اختيار «لوحة المفاتيح/الفأرة» إلا لأحد اللاعبين فقط,dialogue,
EL_MainMenu2PExit,『ふたりでプレイ』を終了しました,تمّ إنهاء «اللعب بشخصين»,dialogue,
EL_MainMenu2PGuide,ボタンの割り当ては、『メニュー＞システム』から変更できます。,يمكن تغيير توزيع الأزرار من «القائمة＞النظام».,dialogue,
EL_MainMenu2PGuide_PS5,ボタンの割り当ては、『メニュー＞システム』から変更できます。,يمكن تغيير توزيع الأزرار من «القائمة＞النظام».,dialogue,
EL_MainMenu2PGuide_SWITCH2,ボタンの割り当ては、『メニュー＞システム』から変更できます。,يمكن تغيير توزيع الأزرار من «القائمة＞النظام».,dialogue,
EL_MainMenu2PGuide_XBOX,ボタンの割り当ては、『メニュー＞システム』から変更できます。,يمكن تغيير توزيع الأزرار من «القائمة＞النظام».,dialogue,
EL_MainMenu2PStart,『ふたりでプレイ』開始,بدء «اللعب بشخصين»,dialogue,
EL_MainMenu2PSuccess,『ふたりでプレイ』を開始しました,تمّ بدء «اللعب بشخصين»,dialogue,
EL_MainMenuSupportDashDescLv1,フェイが疾風を起こし、\nエリオットと共に高速移動することができる。,تثير فاي عاصفة ريح،\nفتتمكّن من التنقّل السريع مع إليوت.,dialogue,
EL_MainMenuSupportFireDescLv1,フェイが炎を身にまとい、\n触れた対象を燃やすことができる。,تتلفّع فاي باللهب،\nفتحرق كلّ ما تلمسه.,dialogue,
EL_MainMenuSupportFooter2PEnd,『ふたりでプレイ』をやめる,إيقاف «اللعب بشخصين»,dialogue,
EL_MainMenuSupportSuctionDescLv1,フェイが竜巻を起こし、\n周囲の敵や物を引き寄せることができる。,تثير فاي زوبعة،\nفتجذب الأعداء والأشياء المحيطة.,dialogue,
EL_MainMenuSupportWarpDescLv1,フェイが自分のいる場所まで、\nエリオットを瞬間移動させることができる。,تنقل فاي إليوت آنيّاً\nإلى المكان الذي تتواجد فيه.,dialogue,
EL_MainMenuSystemChargeAttackDirectionExp,必殺技使用時、カメラ演出のオン／オフを切り替えられます。,يمكن تشغيل/إيقاف إخراج الكاميرا عند استخدام الضربة القاضية.,dialogue,
EL_MainMenuSystemChargeFixedDirectionExp,必殺技使用時の向きを切り替えられます。,يمكن تبديل اتّجاه استخدام الضربة القاضية.,dialogue,
EL_MainMenuSystemDiscriptionDisplay,ディスプレイモードを変更します。,تغيير وضع العرض.,dialogue,
