id,ftext_key,original_text,category,confidence
EL_S04_N26_1000_01_txt01,S04_N26_1000_01_txt01,エンブレムの手がかりを探す,unknown,high
EL_S04_N26_1000_02_txt01,S04_N26_1000_02_txt01,萌芽の時代でエンブレムの手がかりを探す,unknown,high
EL_S04_N26_1000_03_txt01,S04_N26_1000_03_txt01,風車づくりを手伝ってくれる人を探す,unknown,high
EL_S04_N26_1000_04_txt01,S04_N26_1000_04_txt01,ガンコおやじの娘に報告する,unknown,high
EL_S04_N29_1000_01_C01_txt01,S04_N29_1000_01_C01_txt01,エルダーツリーにいるマオのもとへ向かう,unknown,high
EL_S04_N29_1000_02_txt01,S04_N29_1000_02_txt01,ヒューリア姫に報告する,unknown,high
EL_S04_N29_2000_M120_NPC0060_f,S04_N29_2000_M120_NPC0060_f,うん、きっとそうだね――,unknown,high
EL_S04_N30_1000_01_txt01,S04_N30_1000_01_txt01,かがりの花を手に入れる,unknown,high
EL_S04_N30_1000_02_txt01,S04_N30_1000_02_txt01,レイカにかがりの花を届ける,unknown,high
EL_S04_N30_1000_03_txt01,S04_N30_1000_03_txt01,草原に向かい、サンディを捜す,unknown,high
EL_S04_N35_1000_02_txt01,S04_N35_1000_02_txt01,ディオナ孤児院へ向かう,unknown,high
EL_S04_N35_1000_03_txt01,S04_N35_1000_03_txt01,エルダーツリーへ向かう,unknown,high
EL_S04_N35_2000_M140_PCM000_m,S04_N35_2000_M140_PCM000_m,けど、そんなこと言ったらお前だって――,unknown,high
EL_S04_N35_3000_M070_NPC0190_m,S04_N35_3000_M070_NPC0190_m,寝たきりの僕の面倒を見てくれたばかりか――,unknown,high
EL_S04_N39_1000_02_txt01,S04_N39_1000_02_txt01,ネコ好きの旅人に報告する,unknown,high
EL_S04_N40_1000_03_C01_txt01,S04_N40_1000_03_C01_txt01,滝の近くにいる音楽家を探す,unknown,high
EL_S04_N40_1000_07_txt01,S04_N40_1000_07_txt01,元気のない男性にアコーディオンを届ける,unknown,high
EL_S04_N40_4000_M080_NPC0431_m,S04_N40_4000_M080_NPC0431_m,そうだな、クラリネットのパートを追加して――,unknown,high
EL_S04_N40_4000_M080_NPC0441_m,S04_N40_4000_M080_NPC0441_m,そうだな、クラリネットのパートを追加して――,unknown,high
EL_S04_N40_9000_M140_C02_02_PCM000_m,S04_N40_9000_M140_C02_02_PCM000_m,優しくなれる曲がいいな,unknown,high
EL_S04_N40_9000_M170_C03_02_PCM000_m,S04_N40_9000_M170_C03_02_PCM000_m,もう一度、考えさせてくれ,unknown,high
EL_SavepointActivate,SavepointActivate,冒険の道しるべが解放されました,unknown,high
EL_SCN_0380_NAME,SCN_0380_NAME,エルダーツリーのつぼみ,unknown,high
EL_SCN_0510_NAME,SCN_0510_NAME,フォザワール研究員の鍵,unknown,high
EL_ShopBottleNoEmpty,ShopBottleNoEmpty,空っぽのガラス管がありません,unknown,high
EL_ShopNotEnoughMoney,ShopNotEnoughMoney,所持ツールが足りません,unknown,high
EL_SubQuestStateShortlyUnableComplete,SubQuestStateShortlyUnableComplete,まもなく達成できなくなります,unknown,high
EL_SubQuestStateShortlyUnableOrder,SubQuestStateShortlyUnableOrder,まもなく受注できなくなります,unknown,high
EL_Tutorial_AirCombat_01_Title,Tutorial_AirCombat_01_Title,火の鳥クレイドルとの共闘,unknown,high
EL_Tutorial_CatCare_01_1_Title,Tutorial_CatCare_01_1_Title,仲良くなったネコと遊ぼう,unknown,high
EL_Tutorial_CatCare_01_Title,Tutorial_CatCare_01_Title,仲良くなったネコと遊ぼう,unknown,high
EL_Tutorial_ClearRestart_01_1_Title,Tutorial_ClearRestart_01_1_Title,隠された真実を見つけだそう,unknown,high
EL_Tutorial_ClearRestart_01_Title,Tutorial_ClearRestart_01_Title,隠された真実を見つけだそう,unknown,high
EL_Tutorial_FastTravel_02_1_Title,Tutorial_FastTravel_02_1_Title,遺跡や洞窟内でのファストトラベル,unknown,high
EL_Tutorial_FastTravel_02_Title,Tutorial_FastTravel_02_Title,遺跡や洞窟内でのファストトラベル,unknown,high
EL_Tutorial_MinigameTowerDefence_01_1_Title,Tutorial_MinigameTowerDefence_01_1_Title,リトルホープの村の防衛戦,unknown,high
EL_Tutorial_MinigameTowerDefence_01_Title,Tutorial_MinigameTowerDefence_01_Title,リトルホープの村の防衛戦,unknown,high
EL_UseItemWithNum,UseItemWithNum,{Item}×{Num}を使った,unknown,high
EL_WiseCat1CatchInfo,WiseCat1CatchInfo,茶の賢者サヘキは加護の時代へ向かった,unknown,high
EL_WiseCat2CatchInfo,WiseCat2CatchInfo,白の賢者ノイーワンは加護の時代へ向かった,unknown,high
EL_WiseCat3CatchInfo,WiseCat3CatchInfo,黒の賢者タドコロは加護の時代へ向かった,unknown,high
EL_WiseCatNoCatch,WiseCatNoCatch,今は保護できないようだ,unknown,high
